subclause word index ^ length
4 ^ christ,
5 ^ son of david,
7 ^ son of abraham:
89 ^ the king.
237 ^ the husband of mary,
304 ^ the husband of her,
331 ^ son of david,
448 ^ the king,
521 ^ land of judah,
540 ^ - israel.’
621 ^ the mother of him,
636 ^ gold
637 ^ and frankincense
639 ^ and myrrh.
751 ^ that [were]
901 ^ the baptist,
925 ^ the prophet,
1023 ^ worthy
1061 ^ every
1224 ^ the beloved,
1348 ^ the god of you.’
1358 ^ high exceedingly,
1393 ^ the god of you,
1430 ^ which [is] on the sea-side
1443 ^ the prophet,
1504 ^ simon
1508 ^ and andrew
1510 ^ the brother of him,
1547 ^ james
1548 ^ the [son]
1551 ^ and john
1553 ^ the brother of him,
1561 ^ the father of them,
1867 ^ -
1920 ^ of these
1921 ^ the least
2140 ^ - right
2417 ^ who is
2476 ^ who [is] heavenly,
2504 ^ who [is]
2622 ^ the [one]
2675 ^ who [is]
2700 ^ - daily
2744 ^ - heavenly.
2808 ^ the [one]
2909 ^ that [is]
2995 ^ - heavenly
3093 ^ - heavenly
3155 ^ that [is]
3304 ^ who [is]
3477 ^ who [is]
3845 ^ the outer,
3930 ^ the prophet,
4775 ^ mute,
4914 ^ the brother of him;
4917 ^ and james
4919 ^ the [son]
4924 ^ the brother of him;
4927 ^ philip,
4928 ^ and bartholomew;
4930 ^ thomas,
4931 ^ and matthew
4933 ^ the tax collector;
4935 ^ james
4936 ^ the [son]
4942 ^ the zealot,
4944 ^ and judas
4946 ^ - iscariot,
5426 ^ who [is]
5445 ^ who [is]
5767 ^ the baptist.
5785 ^ the baptist
5872 ^ a glutton
5873 ^ and a drunkard,
5991 ^ lord
6349 ^ the prophet,
6417 ^ blind and mute,
6457 ^ prince
6615 ^ the holy,
6743 ^ evil
6744 ^ and adulterous
6758 ^ the prophet.
6886 ^ more evil than itself,
6907 ^ this
6908 ^ the evil.
6989 ^ who [is]
7113 ^ - good,
7849 ^ a merchant
7959 ^ a master of a house,
8082 ^ the tetrarch
8095 ^ the baptist;
8124 ^ the wife
8127 ^ the brother of him.
8194 ^ the baptist.
8399 ^ about five thousand,
8819 ^ - heavenly,
9298 ^ evil
9299 ^ and adulterous,
9456 ^ the baptist;
9485 ^ the son
9512 ^ who [is]
9785 ^ the brother of him,
9874 ^ the beloved,
10000 ^ the baptist
10055 ^ unbelieving
10352 ^ of these
10432 ^ - eternal.
10489 ^ who [is]
10509 ^ ninety nine
10535 ^ ninety nine
10548 ^ who [is]
10596 ^ or of three,
10671 ^ who [is]
10730 ^ a king,
10746 ^ a debtor
10920 ^ - heavenly
11475 ^ a master of a house,
11536 ^ sixth
11537 ^ and ninth hour,
12034 ^ -
12095 ^ [the] foal of a beast of burden.’”
12193 ^ jesus,
12194 ^ the [one]
12468 ^ of john,
12641 ^ a master of a house,
12701 ^ more
12890 ^ a king,
13079 ^ - outer;
13408 ^ the god of you
13431 ^ great
13432 ^ and first commandment.
13580 ^ heavy
13581 ^ and hard to bear
13674 ^ who [is] in heaven.
13684 ^ the christ.
13809 ^ that [is]
13895 ^ - justice
13897 ^ and - mercy
13900 ^ and - faithfulness.
13911 ^ blind!
14108 ^ the righteous,
14114 ^ son of berekiah,
14413 ^ the prophet,
14794 ^ those
14795 ^ -
14909 ^ and wise,
15234 ^ the two
