first word id ^ subclause ^ subclause function ^ length
251 ^ 1:17.w5-w6 ^ relator ^ 2
253 ^ 1:17.w7-w8 ^ relator ^ 2
255 ^ 1:17.w9-w10 ^ complement ^ 2
257 ^ 1:17.w11 ^ conjunction ^ 1
258 ^ 1:17.w12-w13 ^ adjunct ^ 2
260 ^ 1:17.w14-w17 ^ adjunct ^ 4
264 ^ 1:17.w18-w19 ^ complement ^ 2
266 ^ 1:17.w20 ^ conjunction ^ 1
267 ^ 1:17.w21-w24 ^ adjunct ^ 4
271 ^ 1:17.w25-w27 ^ adjunct ^ 3
274 ^ 1:17.w28-w29 ^ complement ^ 2
276 ^ 1:18.w1 ^ qualifier ^ 1
277 ^ 1:18.w2 ^ conjunction ^ 1
278 ^ 1:18.w3-w4 ^ qualifier ^ 4
282 ^ 1:18.w7 ^ adjunct ^ 1
283 ^ 1:18.w8 ^ predicator ^ 1
284 ^ 1:18.w9 ^ predicator ^ 1
285 ^ 1:18.w10-w13 ^ subject ^ 4
289 ^ 1:18.w14-w15 ^ complement ^ 2
291 ^ 1:18.w16-w17 ^ predicator ^ 3
294 ^ 1:18.w19 ^ subject ^ 1
295 ^ 1:18.w20 ^ predicator ^ 1
296 ^ 1:18.w21-w22 ^ adjunct ^ 2
298 ^ 1:18.w23 ^ predicator ^ 1
299 ^ 1:18.w24-w26 ^ adjunct ^ 3
302 ^ 1:19.w1 --> 1:19.w3-w5_2 ^ subject ^ 1
303 ^ 1:19.w2 ^ conjunction ^ 1
304 ^ 1:19.w3-w5 ^ definer ^ 3
307 ^ 1:19.w6 ^ complement ^ 1
308 ^ 1:19.w7 ^ predicator ^ 1
309 ^ 1:19.w8 ^ conjunction ^ 1
310 ^ 1:19.w9 ^ adjunct ^ 1
311 ^ 1:19.w10 ^ predicator ^ 1
312 ^ 1:19.w11 ^ complement ^ 1
313 ^ 1:19.w12 ^ predicator ^ 1
314 ^ 1:19.w13 ^ predicator ^ 1
315 ^ 1:19.w14 ^ adjunct ^ 1
316 ^ 1:19.w15 ^ predicator ^ 1
317 ^ 1:19.w16 ^ complement ^ 1
318 ^ 1:20.w1 ^ complement ^ 1
319 ^ 1:20.w2 ^ conjunction ^ 1
320 ^ 1:20.w3 ^ subject ^ 1
321 ^ 1:20.w4 ^ predicator ^ 1
322 ^ 1:20.w5 ^ predicator ^ 1
323 ^ 1:20.w6-w7 ^ subject ^ 2
325 ^ 1:20.w8-w9 ^ adjunct ^ 2
327 ^ 1:20.w10 ^ predicator ^ 1
328 ^ 1:20.w11 ^ complement ^ 1
329 ^ 1:20.w12 ^ predicator ^ 1
330 ^ 1:20.w13-w15 ^ addressee ^ 1
331 ^ 1:20.w14-w15 ^ definer ^ 2
333 ^ 1:20.w16 ^ adjunct ^ 1
334 ^ 1:20.w17 ^ predicator ^ 1
335 ^ 1:20.w18 ^ predicator ^ 1
336 ^ 1:20.w19 ^ complement ^ 1
337 ^ 1:20.w20-w22 ^ adjunct ^ 3
340 ^ 1:20.w23 ^ predicator ^ 1
341 ^ 1:20.w24 ^ conjunction ^ 1
342 ^ 1:20.w25-w26 ^ adjunct ^ 2
344 ^ 1:20.w27 ^ predicator ^ 1
345 ^ 1:20.w28-w29 --> 1:20.w31 ^ adjunct ^ 2
347 ^ 1:20.w30 ^ predicator ^ 1
348 ^ 1:20.w31 ^ predicator ^ 1
349 ^ 1:21.w1 ^ predicator ^ 1
350 ^ 1:21.w2 ^ conjunction ^ 1
351 ^ 1:21.w3 ^ complement ^ 1
352 ^ 1:21.w4 ^ conjunction ^ 1
353 ^ 1:21.w5 ^ predicator ^ 1
354 ^ 1:21.w6-w8 ^ complement ^ 3
357 ^ 1:21.w9 ^ complement ^ 1
358 ^ 1:21.w10 ^ subject ^ 1
359 ^ 1:21.w11 ^ conjunction ^ 1
360 ^ 1:21.w12 ^ predicator ^ 1
361 ^ 1:21.w13-w15 ^ complement ^ 3
364 ^ 1:21.w16-w19 ^ adjunct ^ 4
368 ^ 1:22.w1 --> 1:22.w3 ^ subject ^ 1
369 ^ 1:22.w2 ^ conjunction ^ 1
370 ^ 1:22.w3 ^ conjunction ^ 1
371 ^ 1:22.w4 ^ predicator ^ 1
372 ^ 1:22.w5 ^ conjunction ^ 1
373 ^ 1:22.w6 ^ predicator ^ 1
374 ^ 1:22.w7-w8 ^ predicator ^ 2
376 ^ 1:22.w9-w10 ^ adjunct ^ 2
378 ^ 1:22.w11-w13 ^ adjunct ^ 3
381 ^ 1:22.w14 ^ predicator ^ 1
382 ^ 1:23.w1 ^ predicator ^ 1
383 ^ 1:23.w2-w3 ^ subject ^ 2
385 ^ 1:23.w4-w5 ^ adjunct ^ 2
387 ^ 1:23.w6 ^ predicator ^ 1
388 ^ 1:23.w7 ^ conjunction ^ 1
389 ^ 1:23.w8 ^ predicator ^ 1
390 ^ 1:23.w9 ^ complement ^ 1
391 ^ 1:23.w10 ^ conjunction ^ 1
392 ^ 1:23.w11 ^ predicator ^ 1
393 ^ 1:23.w12-w14 ^ complement ^ 3
396 ^ 1:23.w15 ^ complement ^ 1
397 ^ 1:23.w16 ^ subject ^ 1
398 ^ 1:23.w17 ^ predicator ^ 1
399 ^ 1:23.w18 ^ predicator ^ 1
400 ^ 1:23.w19-w20 ^ adjunct ^ 2
402 ^ 1:23.w21-w22 ^ subject ^ 2
404 ^ 1:24.w1 ^ predicator ^ 1
405 ^ 1:24.w2 ^ conjunction ^ 1
406 ^ 1:24.w3-w4 ^ subject ^ 2
408 ^ 1:24.w5-w7 ^ adjunct ^ 3
411 ^ 1:24.w8 ^ predicator ^ 1
412 ^ 1:24.w9 ^ conjunction ^ 1
413 ^ 1:24.w10 ^ predicator ^ 1
414 ^ 1:24.w11 ^ complement ^ 1
415 ^ 1:24.w12-w14 ^ subject ^ 3
418 ^ 1:24.w15 ^ conjunction ^ 1
419 ^ 1:24.w16 ^ predicator ^ 1
420 ^ 1:24.w17-w19 ^ complement ^ 3
423 ^ 1:25.w1 ^ conjunction ^ 1
424 ^ 1:25.w2 ^ adjunct ^ 1
425 ^ 1:25.w3 ^ predicator ^ 1
426 ^ 1:25.w4 ^ complement ^ 1
427 ^ 1:25.w5-w6 ^ adjunct ^ 2
429 ^ 1:25.w7 ^ predicator ^ 1
430 ^ 1:25.w8 ^ complement ^ 1
431 ^ 1:25.w9 ^ conjunction ^ 1
432 ^ 1:25.w10 ^ predicator ^ 1
433 ^ 1:25.w11-w13 ^ complement ^ 3
436 ^ 1:25.w14 ^ complement ^ 1
437 ^ 2:1.w1 --> 2:1.w3 ^ subject ^ 1
438 ^ 2:1.w2 ^ conjunction ^ 1
439 ^ 2:1.w3 ^ conjunction ^ 1
440 ^ 2:1.w4 ^ predicator ^ 1
441 ^ 2:1.w5-w8 ^ adjunct ^ 2
443 ^ 2:1.w7-w8 ^ qualifier ^ 2
445 ^ 2:1.w9-w13 ^ adjunct ^ 2
447 ^ 2:1.w11-w13 ^ qualifier ^ 1
448 ^ 2:1.w12-w13 ^ definer ^ 2
450 ^ 2:1.w14 ^ predicator ^ 1
451 ^ 2:1.w15 ^ subject ^ 1
452 ^ 2:1.w16-w17 ^ adjunct ^ 2
454 ^ 2:1.w18 ^ predicator ^ 1
455 ^ 2:1.w19-w20 ^ adjunct ^ 2
457 ^ 2:2.w1 ^ predicator ^ 1
458 ^ 2:2.w2 ^ adjunct ^ 1
459 ^ 2:2.w3 ^ predicator ^ 1
460 ^ 2:2.w4-w8 ^ subject ^ 1
461 ^ 2:2.w5 ^ predicator ^ 2
463 ^ 2:2.w7-w8 ^ qualifier ^ 2
465 ^ 2:2.w9 ^ predicator ^ 1
466 ^ 2:2.w10 ^ conjunction ^ 1
467 ^ 2:2.w11-w13 ^ complement ^ 3
470 ^ 2:2.w14-w16 ^ adjunct ^ 3
473 ^ 2:2.w17 ^ conjunction ^ 1
474 ^ 2:2.w18 ^ predicator ^ 1
475 ^ 2:2.w19 ^ predicator ^ 1
476 ^ 2:2.w20 ^ complement ^ 1
477 ^ 2:3.w1 ^ predicator ^ 1
478 ^ 2:3.w2 ^ conjunction ^ 1
479 ^ 2:3.w3-w5 ^ subject ^ 3
482 ^ 2:3.w6 ^ predicator ^ 1
483 ^ 2:3.w7 ^ conjunction ^ 1
484 ^ 2:3.w8-w9 ^ subject ^ 2
486 ^ 2:3.w10-w11 ^ adjunct ^ 2
488 ^ 2:4.w1 ^ conjunction ^ 1
489 ^ 2:4.w2 ^ predicator ^ 1
490 ^ 2:4.w3-w5 ^ complement ^ 3
493 ^ 2:4.w6-w9 ^ complement ^ 2
495 ^ 2:4.w8-w9 ^ qualifier ^ 2
497 ^ 2:4.w10 ^ predicator ^ 1
498 ^ 2:4.w11-w12 ^ adjunct ^ 2
500 ^ 2:4.w13 ^ adjunct ^ 1
501 ^ 2:4.w14-w15 ^ subject ^ 2
503 ^ 2:4.w16 ^ predicator ^ 1
504 ^ 2:5.w1 ^ subject ^ 1
505 ^ 2:5.w2 ^ conjunction ^ 1
506 ^ 2:5.w3 ^ predicator ^ 1
507 ^ 2:5.w4 ^ complement ^ 1
508 ^ 2:5.w5-w8 ^ adjunct ^ 2
510 ^ 2:5.w7-w8 ^ qualifier ^ 2
512 ^ 2:5.w9 ^ adjunct ^ 1
513 ^ 2:5.w10 ^ conjunction ^ 1
514 ^ 2:5.w11 ^ predicator ^ 1
515 ^ 2:5.w12-w14 ^ adjunct ^ 3
518 ^ 2:6.w1 ^ conjunction ^ 1
519 ^ 2:6.w2 ^ subject ^ 1
520 ^ 2:6.w3-w5 ^ addressee ^ 1
521 ^ 2:6.w4-w5 ^ definer ^ 2
523 ^ 2:6.w6 ^ adjunct ^ 1
524 ^ 2:6.w7 ^ complement ^ 1
525 ^ 2:6.w8 ^ predicator ^ 1
526 ^ 2:6.w9-w12 ^ adjunct ^ 4
530 ^ 2:6.w13-w14 ^ adjunct ^ 2
532 ^ 2:6.w15 ^ conjunction ^ 1
533 ^ 2:6.w16 ^ predicator ^ 1
534 ^ 2:6.w17-w24 ^ predicator ^ 1
535 ^ 2:6.w18 ^ subject ^ 1
536 ^ 2:6.w19 ^ predicator ^ 1
537 ^ 2:6.w20-w24 ^ complement ^ 3
540 ^ 2:6.w23-w24 ^ definer ^ 2
542 ^ 2:7.w1 ^ adjunct ^ 1
543 ^ 2:7.w2 ^ subject ^ 1
544 ^ 2:7.w3 ^ adjunct ^ 1
545 ^ 2:7.w4 ^ predicator ^ 1
546 ^ 2:7.w5-w6 ^ complement ^ 2
548 ^ 2:7.w7 ^ predicator ^ 1
549 ^ 2:7.w8-w9 ^ adjunct ^ 2
551 ^ 2:7.w10-w14 ^ complement ^ 2
553 ^ 2:7.w12-w14 ^ qualifier ^ 1
554 ^ 2:7.w13 ^ predicator ^ 2
556 ^ 2:8.w1 ^ conjunction ^ 1
557 ^ 2:8.w2 ^ predicator ^ 1
558 ^ 2:8.w3 ^ complement ^ 1
559 ^ 2:8.w4-w5 ^ adjunct ^ 2
561 ^ 2:8.w6 ^ predicator ^ 1
562 ^ 2:8.w7 ^ predicator ^ 1
563 ^ 2:8.w8 ^ predicator ^ 1
564 ^ 2:8.w9 ^ adjunct ^ 1
565 ^ 2:8.w10-w12 ^ adjunct ^ 3
568 ^ 2:8.w13 ^ conjunction ^ 1
569 ^ 2:8.w14 ^ conjunction ^ 1
570 ^ 2:8.w15 ^ predicator ^ 1
571 ^ 2:8.w16 ^ predicator ^ 1
572 ^ 2:8.w17 ^ complement ^ 1
573 ^ 2:8.w18 ^ conjunction ^ 1
574 ^ 2:8.w19 ^ subject ^ 1
575 ^ 2:8.w20 ^ predicator ^ 1
576 ^ 2:8.w21 ^ predicator ^ 1
577 ^ 2:8.w22 ^ complement ^ 1
578 ^ 2:9.w1 ^ subject ^ 1
579 ^ 2:9.w2 ^ conjunction ^ 1
580 ^ 2:9.w3 ^ predicator ^ 1
581 ^ 2:9.w4-w5 ^ complement ^ 2
583 ^ 2:9.w6 ^ predicator ^ 1
584 ^ 2:9.w7 ^ conjunction ^ 1
585 ^ 2:9.w8 ^ predicator ^ 1
586 ^ 2:9.w9-w15 ^ subject ^ 2
588 ^ 2:9.w11 ^ subject ^ 1
589 ^ 2:9.w12 ^ predicator ^ 1
590 ^ 2:9.w13-w15 ^ adjunct ^ 3
593 ^ 2:9.w16 ^ predicator ^ 1
594 ^ 2:9.w17 ^ complement ^ 1
595 ^ 2:9.w18 ^ conjunction ^ 1
596 ^ 2:9.w19 ^ predicator ^ 1
597 ^ 2:9.w20 ^ predicator ^ 1
598 ^ 2:9.w21-w22 ^ adjunct ^ 2
600 ^ 2:9.w23 ^ predicator ^ 1
601 ^ 2:9.w24-w25 ^ subject ^ 2
603 ^ 2:10.w1 ^ predicator ^ 1
604 ^ 2:10.w2 ^ conjunction ^ 1
605 ^ 2:10.w3-w4 ^ complement ^ 2
607 ^ 2:10.w5 ^ predicator ^ 1
608 ^ 2:10.w6-w7 ^ complement ^ 2
610 ^ 2:10.w8 ^ adjunct ^ 1
611 ^ 2:11.w1 ^ conjunction ^ 1
612 ^ 2:11.w2 ^ predicator ^ 1
613 ^ 2:11.w3-w5 ^ adjunct ^ 3
616 ^ 2:11.w6 ^ predicator ^ 1
617 ^ 2:11.w7-w13 ^ complement ^ 2
619 ^ 2:11.w9-w13 ^ relator ^ 2
621 ^ 2:11.w11-w13 ^ definer ^ 3
624 ^ 2:11.w14 ^ conjunction ^ 1
625 ^ 2:11.w15 ^ predicator ^ 1
626 ^ 2:11.w16 ^ predicator ^ 1
627 ^ 2:11.w17 ^ complement ^ 1
628 ^ 2:11.w18 ^ conjunction ^ 1
629 ^ 2:11.w19 ^ predicator ^ 1
630 ^ 2:11.w20-w22 ^ complement ^ 3
633 ^ 2:11.w23 ^ predicator ^ 1
634 ^ 2:11.w24 ^ complement ^ 1
635 ^ 2:11.w25-w30 ^ complement ^ 1
636 ^ 2:11.w26-w30 ^ definer ^ 1
637 ^ 2:11.w27-w28 ^ definer ^ 2
639 ^ 2:11.w29-w30 ^ definer ^ 2
641 ^ 2:12.w1 ^ conjunction ^ 1
642 ^ 2:12.w2 ^ predicator ^ 1
643 ^ 2:12.w3-w4 ^ adjunct ^ 2
645 ^ 2:12.w5 ^ adjunct ^ 1
646 ^ 2:12.w6 ^ predicator ^ 1
647 ^ 2:12.w7-w8 ^ adjunct ^ 2
649 ^ 2:12.w9-w11 ^ adjunct ^ 3
652 ^ 2:12.w12 ^ predicator ^ 1
653 ^ 2:12.w13-w16 ^ adjunct ^ 4
657 ^ 2:13.w1 ^ predicator ^ 1
658 ^ 2:13.w2 ^ conjunction ^ 1
659 ^ 2:13.w3 ^ subject ^ 1
660 ^ 2:13.w4 ^ predicator ^ 1
661 ^ 2:13.w5-w6 ^ subject ^ 2
663 ^ 2:13.w7 ^ predicator ^ 1
664 ^ 2:13.w8-w9 ^ adjunct ^ 2
666 ^ 2:13.w10-w11 ^ complement ^ 2
668 ^ 2:13.w12 ^ predicator ^ 1
669 ^ 2:13.w13 ^ predicator ^ 1
670 ^ 2:13.w14 ^ predicator ^ 1
671 ^ 2:13.w15-w16 ^ complement ^ 2
673 ^ 2:13.w17-w20 ^ complement ^ 4
677 ^ 2:13.w21 ^ conjunction ^ 1
678 ^ 2:13.w22 ^ predicator ^ 1
679 ^ 2:13.w23-w24 ^ adjunct ^ 2
681 ^ 2:13.w25 ^ conjunction ^ 1
682 ^ 2:13.w26 ^ predicator ^ 1
683 ^ 2:13.w27 ^ adjunct ^ 1
684 ^ 2:13.w28 ^ conjunction ^ 1
685 ^ 2:13.w29 ^ adjunct ^ 1
686 ^ 2:13.w30 ^ predicator ^ 1
687 ^ 2:13.w31 ^ complement ^ 1
688 ^ 2:13.w32 ^ predicator ^ 1
689 ^ 2:13.w33 ^ conjunction ^ 1
690 ^ 2:13.w34 ^ subject ^ 1
691 ^ 2:13.w35 ^ predicator ^ 1
692 ^ 2:13.w36-w37 ^ complement ^ 2
694 ^ 2:13.w38-w39 ^ predicator ^ 2
696 ^ 2:13.w40 ^ complement ^ 1
697 ^ 2:14.w1 ^ subject ^ 1
698 ^ 2:14.w2 ^ conjunction ^ 1
699 ^ 2:14.w3 ^ predicator ^ 1
700 ^ 2:14.w4 ^ predicator ^ 1
701 ^ 2:14.w5-w6 ^ complement ^ 2
703 ^ 2:14.w7-w10 ^ complement ^ 4
707 ^ 2:14.w11 ^ adjunct ^ 1
708 ^ 2:14.w12 ^ conjunction ^ 1
709 ^ 2:14.w13 ^ predicator ^ 1
710 ^ 2:14.w14-w15 ^ adjunct ^ 2
712 ^ 2:15.w1 ^ conjunction ^ 1
713 ^ 2:15.w2 ^ predicator ^ 1
714 ^ 2:15.w3 ^ adjunct ^ 1
715 ^ 2:15.w4 ^ adjunct ^ 1
716 ^ 2:15.w5 ^ adjunct ^ 1
717 ^ 2:15.w6 ^ adjunct ^ 1
718 ^ 2:15.w7 ^ adjunct ^ 1
719 ^ 2:15.w8 ^ conjunction ^ 1
720 ^ 2:15.w9 ^ predicator ^ 1
721 ^ 2:15.w10-w11 ^ predicator ^ 2
723 ^ 2:15.w12-w13 ^ adjunct ^ 2
725 ^ 2:15.w14-w17 ^ adjunct ^ 3
728 ^ 2:15.w17 ^ predicator ^ 1
729 ^ 2:15.w18 ^ adjunct ^ 1
730 ^ 2:15.w19 ^ adjunct ^ 1
731 ^ 2:15.w20 ^ predicator ^ 1
732 ^ 2:15.w21 ^ complement ^ 1
733 ^ 2:15.w22 ^ complement ^ 1
734 ^ 2:15.w23 ^ complement ^ 1
735 ^ 2:16.w1 ^ adjunct ^ 1
736 ^ 2:16.w2 ^ subject ^ 1
737 ^ 2:16.w3 ^ predicator ^ 1
738 ^ 2:16.w4 ^ conjunction ^ 1
739 ^ 2:16.w5 ^ predicator ^ 1
740 ^ 2:16.w6-w8 ^ adjunct ^ 3
743 ^ 2:16.w9 ^ predicator ^ 1
744 ^ 2:16.w10 ^ adjunct ^ 1
745 ^ 2:16.w11 ^ conjunction ^ 1
746 ^ 2:16.w12 ^ predicator ^ 1
747 ^ 2:16.w13 ^ predicator ^ 1
748 ^ 2:16.w14-w29 ^ complement ^ 3
751 ^ 2:16.w17-w29 ^ definer ^ 1
752 ^ 2:16.w18-w19 ^ relator ^ 2
