first word id ^ clause ^ clause function ^ clause level ^ length
1 ^ 1:1.w1-w8_2 ^  ^ 1 ^ 8
98583 ^ 5:4.w10-w14 @5:4.w1-w9 ^ complement ^ 2 ^ 4
98587 ^ 5:4.w14_2 ^ complement ^ 1 ^ 1
98588 ^ 5:4.w15-w16 @5:4.w10-w14 ^ complement ^ 2 ^ 1
98589 ^ 5:4.w16_2 ^ complement ^ 1 ^ 1
98590 ^ 5:4.w17-w23 @5:4.w15-w16 ^ complement ^ 3 ^ 7
98597 ^ 5:5.w1-w7 ^ subject ^ 1 ^ 2
98599 ^ 5:5.w1 ^ subject ^ 1 ^ 6
98605 ^ 5:5.w9-w15 ^ subject ^ 1 ^ 7
98612 ^ 5:6.w1-w3 @5:8.w1-w2 ^ subject ^ 2 ^ 3
98615 ^ 5:6.w4-w5 @5:6.w1-w3 ^ subject ^ 2 ^ 2
98617 ^ 5:6.w6-w14 @5:6.w4-w5 ^ subject ^ 3 ^ 1
98618 ^ 5:6.w7-w10 ^ subject ^ 1 ^ 8
98626 ^ 5:7.w1-w4 @5:6.w4-w5 ^ subject ^ 3 ^ 4
98630 ^ 5:7.w5-w7 @5:7.w1-w4 ^ subject ^ 2 ^ 3
98633 ^ 5:8.w1-w2 ^ subject ^ 1 ^ 2
98635 ^ 5:8.w3-w14 ^ subject ^ 1 ^ 3
98638 ^ 5:8.w6-w9 ^ subject ^ 1 ^ 4
98642 ^ 5:8.w10-w14 ^ subject ^ 1 ^ 5
98647 ^ 5:9.w1-w10 ^ subject ^ 1 ^ 3
98650 ^ 5:9.w4-w5 ^ subject ^ 1 ^ 2
98652 ^ 5:9.w6-w7 ^ subject ^ 1 ^ 5
98657 ^ 5:10.w1-w5 ^ subject ^ 1 ^ 2
98659 ^ 5:10.w1 ^ subject ^ 1 ^ 4
98663 ^ 5:10.w1-w5 ^ subject ^ 1 ^ 5
98668 ^ 5:10.w12-w18 @5:10.w1-w11 ^ subject ^ 2 ^ 7
98675 ^ 5:10.w19-w21 @5:10.w12-w18 ^ subject ^ 3 ^ 3
98678 ^ 5:10.w22-w23 @5:10.w19-w21 ^ subject ^ 2 ^ 2
98680 ^ 5:10.w24-w25 @5:10.w22-w23 ^ subject ^ 2 ^ 2
98682 ^ 5:11.w1-w6 ^ adjunct ^ 1 ^ 8
98690 ^ 5:11.w9-w11 ^ adjunct ^ 1 ^ 3
98693 ^ 5:11.w12-w19 ^ adjunct ^ 1 ^ 3
98696 ^ 5:11.w15-w19 ^ adjunct ^ 1 ^ 5
98701 ^ 5:12.w1-w5 ^ adjunct ^ 1 ^ 5
98706 ^ 5:12.w6-w12 ^ adjunct ^ 1 ^ 1
98707 ^ 5:12.w7-w12 ^ adjunct ^ 1 ^ 3
98710 ^ 5:12.w7 ^ adjunct ^ 1 ^ 3
98713 ^ 5:12.w13-w23 @5:12.w6-w12 ^ adjunct ^ 2 ^ 2
98715 ^ 5:12.w15-w23 ^ adjunct ^ 1 ^ 4
98719 ^ 5:12.w15-w16 ^ adjunct ^ 1 ^ 1
98720 ^ 5:12.w17-w18_2 ^ adjunct ^ 1 ^ 4
98724 ^ 5:13.w1-w3 @5:13.w4_2 ^ adjunct ^ 2 ^ 3
98727 ^ 5:13.w4_2 ^ adjunct ^ 1 ^ 1
98728 ^ 5:13.w5-w6 @5:13.w7_2 ^ adjunct ^ 2 ^ 2
98730 ^ 5:13.w7_2 ^ adjunct ^ 1 ^ 1
98731 ^ 5:14.w1-w9 ^ adjunct ^ 1 ^ 2
98733 ^ 5:14.w1 ^ adjunct ^ 1 ^ 5
98738 ^ 5:14.w8-w9 ^ adjunct ^ 1 ^ 2
98740 ^ 5:14.w10-w14 @5:14.w1-w9 ^ adjunct ^ 2 ^ 5
98745 ^ 5:14.w15-w18 @5:14.w10-w14 ^ adjunct ^ 2 ^ 4
98749 ^ 5:15.w1-w4 @5:14.w15-w18 ^ adjunct ^ 2 ^ 4
98753 ^ 5:15.w5-w10 @5:15.w1-w4 ^ adjunct ^ 3 ^ 1
98754 ^ 5:15.w6-w7_2 ^ adjunct ^ 1 ^ 5
98759 ^ 5:15.w11-w17 @5:15.w5-w10 ^ adjunct ^ 2 ^ 1
98760 ^ 5:15.w12-w15 ^ adjunct ^ 1 ^ 3
98763 ^ 5:15.w12 ^ adjunct ^ 1 ^ 1
98764 ^ 5:15.w16-w17 ^ adjunct ^ 1 ^ 2
98766 ^ 5:16.w1-w9 ^ adjunct ^ 1 ^ 9
98775 ^ 5:16.w10-w15 @5:16.w16-w19 ^ adjunct ^ 2 ^ 6
98781 ^ 5:16.w16-w19 ^ adjunct ^ 1 ^ 4
98785 ^ 5:17.w1-w5 @5:17.w6-w7_2 ^ adjunct ^ 2 ^ 5
98790 ^ 5:17.w6-w7_2 ^ adjunct ^ 1 ^ 2
98792 ^ 5:17.w8-w10 ^ adjunct ^ 1 ^ 3
98795 ^ 5:17.w11_2 ^ adjunct ^ 1 ^ 1
98796 ^ 5:17.w12-w13 ^ adjunct ^ 1 ^ 2
98798 ^ 5:18.w1-w19 ^ adjunct ^ 1 ^ 2
98800 ^ 5:18.w1 ^ adjunct ^ 1 ^ 4
98804 ^ 5:18.w7-w12 ^ adjunct ^ 1 ^ 6
98810 ^ 5:18.w13-w19 ^ adjunct ^ 1 ^ 7
98817 ^ 5:19.w1-w23 @5:18.w1-w19 ^ adjunct ^ 2 ^ 4
98821 ^ 5:19.w5-w23 ^ adjunct ^ 1 ^ 5
98826 ^ 5:19.w10-w15 ^ adjunct ^ 1 ^ 6
98832 ^ 5:19.w16-w23 ^ adjunct ^ 1 ^ 8
98840 ^ 5:20.w1-w4 ^ adjunct ^ 1 ^ 4
98844 ^ 5:20.w5-w10 @5:20.w1-w4 ^ adjunct ^ 2 ^ 3
98847 ^ 5:20.w5 ^ adjunct ^ 2 ^ 3
98850 ^ 5:20.w11-w13 ^ adjunct ^ 1 ^ 3
98853 ^ 5:20.w14-w16 ^ adjunct ^ 1 ^ 3
98856 ^ 5:21.w1-w4 ^ complement ^ 1 ^ 2
98858 ^ 5:21.w1 ^ complement ^ 1 ^ 6
98864 ^ 5:21.w9-w15 @5:21.w1-w8 ^ complement ^ 2 ^ 7
98871 ^ 6:1.w1-w2 ^ adjunct ^ 1 ^ 4
98875 ^ 6:1.w5-w12 ^ adjunct ^ 1 ^ 9
98884 ^ 6:2.w1-w2 ^ adjunct ^ 1 ^ 2
98886 ^ 6:2.w3-w6 ^ adjunct ^ 1 ^ 4
98890 ^ 6:2.w7-w12 ^ adjunct ^ 1 ^ 6
98896 ^ 6:2.w13_2 ^ adjunct ^ 1 ^ 1
98897 ^ 6:2.w14-w16 ^ adjunct ^ 1 ^ 3
98900 ^ 6:2.w17_2 ^ adjunct ^ 1 ^ 1
98901 ^ 6:2.w18-w20 ^ adjunct ^ 1 ^ 3
98904 ^ 6:3.w1-w5 ^ complement ^ 1 ^ 4
98908 ^ 6:3.w1 ^ complement ^ 1 ^ 1
98909 ^ 6:3.w6-w10 @6:3.w1-w5_2 ^ complement ^ 2 ^ 5
98914 ^ 6:4.w1-w8 ^ complement ^ 1 ^ 1
98915 ^ 6:4.w2-w8 ^ complement ^ 1 ^ 7
98922 ^ 6:4.w9-8.w8 ^ complement ^ 1 ^ 58
98980 ^ 6:8.w9-w10_2 ^ complement ^ 1 ^ 2
98982 ^ 6:8.w11-w12 ^ complement ^ 1 ^ 2
98984 ^ 6:9.w1-w2_2 ^ adjunct ^ 1 ^ 2
98986 ^ 6:9.w3-w4 ^ adjunct ^ 1 ^ 1
98987 ^ 6:9.w4_2 ^ adjunct ^ 1 ^ 1
98988 ^ 6:9.w5-w6_2 ^ adjunct ^ 1 ^ 2
98990 ^ 6:9.w7-w8 ^ adjunct ^ 1 ^ 2
98992 ^ 6:9.w9_2 ^ adjunct ^ 1 ^ 1
98993 ^ 6:9.w10-w11_2 ^ adjunct ^ 1 ^ 2
98995 ^ 6:9.w12-w14 ^ adjunct ^ 1 ^ 1
98996 ^ 6:9.w13-w14 ^ adjunct ^ 1 ^ 2
98998 ^ 6:10.w1-w2_2 ^ adjunct ^ 1 ^ 2
99000 ^ 6:10.w3-w5 ^ adjunct ^ 1 ^ 2
99002 ^ 6:10.w5_2 ^ adjunct ^ 1 ^ 1
99003 ^ 6:10.w6-w7_2 ^ adjunct ^ 1 ^ 2
99005 ^ 6:10.w8-w10 ^ complement ^ 1 ^ 3
99008 ^ 6:10.w11-w13 ^ adjunct ^ 1 ^ 2
99010 ^ 6:10.w11_2 ^ adjunct ^ 1 ^ 1
99011 ^ 6:10.w14-w16 ^ adjunct ^ 1 ^ 1
99012 ^ 6:10.w15-w16 ^ adjunct ^ 1 ^ 2
99014 ^ 6:11.w1-w7 ^ adjunct ^ 1 ^ 7
99021 ^ 6:11.w8-w11 ^ adjunct ^ 1 ^ 4
99025 ^ 6:12.w1-w4 ^ adjunct ^ 1 ^ 4
99029 ^ 6:12.w5-w10 ^ adjunct ^ 1 ^ 6
99035 ^ 6:13.w1-w4 ^ adjunct ^ 1 ^ 2
99037 ^ 6:13.w1 ^ adjunct ^ 1 ^ 2
99039 ^ 6:13.w5-w7 ^ adjunct ^ 1 ^ 3
99042 ^ 6:13.w8-w10 ^ adjunct ^ 1 ^ 3
99045 ^ 6:14.w1-w4 ^ adjunct ^ 1 ^ 2
99047 ^ 6:14.w3-w4 ^ adjunct ^ 1 ^ 2
99049 ^ 6:14.w5-w10 ^ adjunct ^ 1 ^ 6
99055 ^ 6:14.w11-w16 ^ adjunct ^ 1 ^ 6
99061 ^ 6:15.w1-w6 ^ adjunct ^ 1 ^ 6
99067 ^ 6:15.w7-w12 ^ adjunct ^ 1 ^ 6
99073 ^ 6:16.w1-w7 ^ adjunct ^ 1 ^ 7
99080 ^ 6:16.w8-w13 ^ adjunct ^ 1 ^ 5
99085 ^ 6:16.w13_2 ^ adjunct ^ 1 ^ 1
99086 ^ 6:16.w14-w17 @6:16.w8-w13 ^ adjunct ^ 2 ^ 4
99090 ^ 6:16.w18-w21 @6:16.w14-w17 ^ adjunct ^ 2 ^ 4
99094 ^ 6:16.w22-w23 @6:16.w18-w21 ^ adjunct ^ 2 ^ 2
99096 ^ 6:16.w24-w27 @6:16.w22-w23 ^ adjunct ^ 2 ^ 4
99100 ^ 6:16.w28-w32 @6:16.w24-w27 ^ adjunct ^ 2 ^ 5
99105 ^ 6:17.w1-w5 ^ adjunct ^ 1 ^ 5
99110 ^ 6:17.w6-w7 ^ adjunct ^ 1 ^ 2
99112 ^ 6:17.w8-w9 ^ adjunct ^ 1 ^ 2
99114 ^ 6:17.w10-w13 ^ adjunct ^ 1 ^ 4
99118 ^ 6:17.w14-w16 ^ adjunct ^ 1 ^ 3
99121 ^ 6:18.w1-w5 ^ adjunct ^ 1 ^ 5
99126 ^ 6:18.w6-w13 ^ adjunct ^ 1 ^ 8
99134 ^ 6:18.w14-w16 ^ adjunct ^ 1 ^ 3
99137 ^ 7:1.w1-w5 ^ adjunct ^ 1 ^ 3
99140 ^ 7:1.w1 ^ adjunct ^ 1 ^ 11
99151 ^ 7:1.w15-w19 ^ adjunct ^ 1 ^ 5
99156 ^ 7:2.w1-w2 ^ adjunct ^ 1 ^ 2
99158 ^ 7:2.w3-w4 ^ adjunct ^ 1 ^ 2
99160 ^ 7:2.w5-w6 ^ adjunct ^ 1 ^ 2
99162 ^ 7:2.w7-w8 ^ adjunct ^ 1 ^ 2
99164 ^ 7:3.w1-w4 ^ adjunct ^ 1 ^ 4
99168 ^ 7:3.w5-w6 ^ adjunct ^ 1 ^ 2
99170 ^ 7:3.w7-w17 ^ adjunct ^ 1 ^ 6
99176 ^ 7:3.w13-w15_2 ^ adjunct ^ 1 ^ 3
99179 ^ 7:3.w16-w17 ^ adjunct ^ 1 ^ 2
99181 ^ 7:4.w1-w5 ^ adjunct ^ 1 ^ 5
99186 ^ 7:4.w6-w10 ^ adjunct ^ 1 ^ 5
99191 ^ 7:4.w11-w13 ^ adjunct ^ 1 ^ 3
99194 ^ 7:4.w14-w21 ^ adjunct ^ 1 ^ 8
99202 ^ 7:5.w1-w6 @7:5.w7-w12 ^ adjunct ^ 2 ^ 6
99208 ^ 7:5.w7-w12 ^ adjunct ^ 1 ^ 2
99210 ^ 7:5.w7 ^ adjunct ^ 1 ^ 4
99214 ^ 7:5.w13-w16 ^ adjunct ^ 1 ^ 1
99215 ^ 7:5.w14-w16 ^ adjunct ^ 1 ^ 3
99218 ^ 7:5.w17-w18 ^ adjunct ^ 1 ^ 2
99220 ^ 7:5.w19-w20 ^ adjunct ^ 1 ^ 2
99222 ^ 7:6.w1-w13 ^ adjunct ^ 1 ^ 1
99223 ^ 7:6.w2-w5 ^ definer ^ 1 ^ 6
99229 ^ 7:6.w2-w5_2 ^ definer ^ 1 ^ 6
99235 ^ 7:7.w1-w7 ^ definer ^ 1 ^ 7
99242 ^ 7:7.w8-w29 ^ definer ^ 1 ^ 5
99247 ^ 7:7.w13-w29 ^ definer ^ 1 ^ 4
99251 ^ 7:7.w17-w29 ^ definer ^ 1 ^ 13
99264 ^ 7:7.w30-w33 @7:7.w8-w29 ^ definer ^ 2 ^ 3
99267 ^ 7:7.w30_2 ^ definer ^ 2 ^ 1
99268 ^ 7:8.w1-w8 @7:8.w9-w10 ^ definer ^ 3 ^ 8
99276 ^ 7:8.w9-w10 @7:7.w30-w33 ^ definer ^ 3 ^ 2
99278 ^ 7:8.w11-w13 @7:8.w9-w10 ^ definer ^ 3 ^ 3
99281 ^ 7:8.w14-w15 @7:8.w11-w13 ^ definer ^ 3 ^ 2
99283 ^ 7:8.w16-w25 @7:8.w14-w15 ^ definer ^ 3 ^ 4
99287 ^ 7:8.w20-w23 @7:8.w16-w25 ^ definer ^ 3 ^ 6
99293 ^ 7:9.w1-w2 @7:8.w9-w10 ^ definer ^ 2 ^ 2
99295 ^ 7:9.w3-w5 @7:9.w1-w2 ^ definer ^ 3 ^ 3
99298 ^ 7:9.w6-w10 @7:9.w3-w5 ^ definer ^ 2 ^ 5
99303 ^ 7:9.w11-w14 @7:9.w6-w10 ^ definer ^ 2 ^ 4
99307 ^ 7:9.w15-w20 @7:9.w11-w14 ^ definer ^ 3 ^ 6
99313 ^ 7:10.w1-w10 @7:9.w11-w14 ^ definer ^ 2 ^ 2
99315 ^ 7:10.w1 ^ definer ^ 2 ^ 6
99321 ^ 7:10.w6 ^ definer ^ 2 ^ 2
99323 ^ 7:10.w11-w17 @7:10.w1-w10 ^ definer ^ 2 ^ 2
99325 ^ 7:10.w11 ^ definer ^ 2 ^ 5
99330 ^ 7:11.w1-w4 @7:10.w11-w17 ^ definer ^ 2 ^ 4
99334 ^ 7:11.w5-w8 ^ subject ^ 1 ^ 3
99337 ^ 7:11.w5 ^ subject ^ 1 ^ 4
99341 ^ 7:11.w9_2 ^ subject ^ 1 ^ 13
99354 ^ 7:11.w25-w32 @7:11.w5-w24 ^ subject ^ 2 ^ 3
99357 ^ 7:11.w28-w32 ^ subject ^ 1 ^ 5
99362 ^ 7:12.w1-w5 @7:12.w6-w28 ^ subject ^ 2 ^ 5
99367 ^ 7:12.w6-w28 ^ subject ^ 1 ^ 1
99368 ^ 7:12.w7-w9_2 ^ subject ^ 1 ^ 3
99371 ^ 7:12.w10-w13 ^ subject ^ 1 ^ 4
99375 ^ 7:12.w14-w28 ^ subject ^ 1 ^ 15
99390 ^ 7:13.w1-w3 ^ subject ^ 1 ^ 3
99393 ^ 7:13.w4-w15 ^ subject ^ 1 ^ 2
99395 ^ 7:13.w4 ^ subject ^ 1 ^ 10
99405 ^ 7:13.w16-w23 @7:13.w4-w15 ^ subject ^ 2 ^ 8
99413 ^ 7:14.w1-w7 @7:14.w8-w9 ^ subject ^ 3 ^ 7
99420 ^ 7:14.w8-w9 @7:13.w16-w23 ^ subject ^ 2 ^ 2
99422 ^ 7:14.w10-w16 @7:14.w17-w26 ^ subject ^ 3 ^ 7
99429 ^ 7:14.w17-w26 @7:14.w8-w9 ^ subject ^ 2 ^ 10
99439 ^ 7:15.w1-w8 @7:14.w17-w26 ^ subject ^ 2 ^ 8
99447 ^ 7:15.w9-w13 @7:15.w1-w8 ^ subject ^ 3 ^ 5
99452 ^ 7:15.w14-w20 @7:15.w9-w13 ^ subject ^ 3 ^ 7
99459 ^ 7:16.w1_2 ^ subject ^ 1 ^ 1
99460 ^ 7:16.w2-w7 @7:16.w1_2 ^ subject ^ 2 ^ 6
99466 ^ 8:1.w1-w15 ^ subject ^ 1 ^ 8
99474 ^ 8:1.w9-w15 ^ subject ^ 1 ^ 7
99481 ^ 8:2.w1-w23 @8:1.w1-w15 ^ subject ^ 2 ^ 23
99504 ^ 8:3.w1-4.w16 @8:1.w1-w15 ^ subject ^ 2 ^ 4
99508 ^ 8:3.w2-w3_2 ^ subject ^ 2 ^ 3
99511 ^ 8:3.w8-4.w16 ^ subject ^ 1 ^ 4
99515 ^ 8:4.w4-w16 ^ subject ^ 1 ^ 13
99528 ^ 8:5.w1-w4 @8:5.w5-6.w5 ^ subject ^ 3 ^ 4
99532 ^ 8:5.w5-6.w5 @8:3.w1-4.w16 ^ subject ^ 2 ^ 11
99543 ^ 8:6.w1-w5 ^ subject ^ 1 ^ 5
99548 ^ 8:6.w6-w8 @8:6.w9-w17 ^ subject ^ 3 ^ 3
99551 ^ 8:6.w9-w17 @8:5.w5-6.w5 ^ subject ^ 3 ^ 9
99560 ^ 8:7.w1-w20 @8:7.w21-w27 ^ subject ^ 2 ^ 20
99580 ^ 8:7.w21-w27 ^ subject ^ 1 ^ 7
99587 ^ 8:8.w1-w4 ^ subject ^ 1 ^ 4
99591 ^ 8:8.w5-w16 ^ subject ^ 1 ^ 1
99592 ^ 8:8.w6-w16 ^ subject ^ 1 ^ 11
99603 ^ 8:9.w1-w9 ^ subject ^ 1 ^ 9
99612 ^ 8:9.w10-w15 @8:9.w1-w9 ^ subject ^ 2 ^ 4
99616 ^ 8:9.w14-w15 ^ subject ^ 1 ^ 2
99618 ^ 8:9.w16-w21 @8:9.w10-w15 ^ subject ^ 3 ^ 6
99624 ^ 8:10.w1-w5 ^ subject ^ 1 ^ 5
99629 ^ 8:10.w6-w9 ^ subject ^ 1 ^ 4
99633 ^ 8:10.w10-w21 @8:10.w6-w9 ^ subject ^ 2 ^ 3
99636 ^ 8:10.w13-w14_2 ^ subject ^ 1 ^ 2
99638 ^ 8:10.w15-w18 ^ subject ^ 1 ^ 7
99645 ^ 8:11.w1-w6 ^ subject ^ 1 ^ 3
99648 ^ 8:11.w4-w5_2 ^ subject ^ 1 ^ 3
99651 ^ 8:11.w7-w12 @8:11.w13-w19 ^ subject ^ 3 ^ 4
99655 ^ 8:11.w11-w12_2 ^ subject ^ 1 ^ 2
99657 ^ 8:11.w13-w19 @8:11.w1-w6 ^ subject ^ 2 ^ 2
99659 ^ 8:11.w15-w16_2 ^ subject ^ 1 ^ 2
99661 ^ 8:11.w17-w19_2 ^ subject ^ 1 ^ 3
99664 ^ 8:12.w1-w5 @8:12.w9_2 ^ subject ^ 2 ^ 5
99669 ^ 8:12.w6-w8 @8:12.w9_2 ^ subject ^ 2 ^ 3
99672 ^ 8:12.w9_2 ^ subject ^ 1 ^ 1
99673 ^ 8:12.w10-w13 @8:12.w9_2 ^ subject ^ 2 ^ 4
99677 ^ 8:13.w1-w2 ^ subject ^ 1 ^ 2
99679 ^ 8:13.w3-w5 @8:13.w1-w2 ^ subject ^ 2 ^ 3
99682 ^ 8:13.w6-w7 @8:13.w3-w5 ^ subject ^ 2 ^ 2
99684 ^ 8:13.w8-w10 @8:13.w6-w7 ^ subject ^ 2 ^ 3
99687 ^ 8:14.w1-w11 ^ subject ^ 1 ^ 11
99698 ^ 8:14.w12-w21 @8:14.w1-w11 ^ subject ^ 2 ^ 10
99708 ^ 8:14.w22-w24 @8:14.w12-w21 ^ subject ^ 3 ^ 3
99711 ^ 8:15.w1-w2 @8:14.w22-w24 ^ subject ^ 3 ^ 2
99713 ^ 8:15.w3-w7 @8:15.w1-w2 ^ subject ^ 2 ^ 5
99718 ^ 8:15.w8-w13 @8:15.w3-w7 ^ subject ^ 2 ^ 6
99724 ^ 8:16.w1-w15 ^ subject ^ 1 ^ 4
99728 ^ 8:16.w5-w15 ^ subject ^ 1 ^ 11
99739 ^ 8:17.w1-w5 @8:16.w1-w15 ^ subject ^ 2 ^ 3
99742 ^ 8:17.w2 ^ subject ^ 2 ^ 2
99744 ^ 8:17.w6-w8 ^ adjunct ^ 1 ^ 7
99751 ^ 8:18.w1-w6 ^ adjunct ^ 1 ^ 6
99757 ^ 8:18.w7-w16 @8:18.w1-w6 ^ adjunct ^ 2 ^ 10
99767 ^ 8:19.w1-w3 @8:18.w7-w16 ^ adjunct ^ 2 ^ 3
99770 ^ 8:19.w4-w28 @8:19.w1-w3 ^ adjunct ^ 2 ^ 2
99772 ^ 8:19.w6-w28 ^ adjunct ^ 1 ^ 10
99782 ^ 8:19.w16-w28 ^ adjunct ^ 1 ^ 13
99795 ^ 8:20.w1-w2 ^ adjunct ^ 1 ^ 10
99805 ^ 8:20.w11-w14 ^ adjunct ^ 1 ^ 4
99809 ^ 8:21.w1-w11 ^ adjunct ^ 1 ^ 5
99814 ^ 8:21.w4 ^ adjunct ^ 1 ^ 6
99820 ^ 8:22.w1-w6 ^ adjunct ^ 1 ^ 6
99826 ^ 8:22.w7-w13 @8:22.w1-w6 ^ adjunct ^ 2 ^ 5
99831 ^ 8:22.w12-w13 ^ adjunct ^ 1 ^ 2
99833 ^ 8:22.w14-w22 @8:22.w7-w13 ^ adjunct ^ 2 ^ 9
99842 ^ 8:23.w1-w3 @8:23.w4-w9_2 ^ adjunct ^ 2 ^ 3
99845 ^ 8:23.w4-w9_2 ^ adjunct ^ 1 ^ 6
99851 ^ 8:23.w10-w12 @8:23.w13-w16_2 ^ adjunct ^ 2 ^ 3
99854 ^ 8:23.w13-w16_2 ^ adjunct ^ 1 ^ 4
99858 ^ 8:24.w1_2 ^ complement ^ 1 ^ 18
99876 ^ 9:1.w1-w15 ^ complement ^ 1 ^ 3
99879 ^ 9:1.w1 ^ complement ^ 1 ^ 9
99888 ^ 9:1.w13-w15 ^ complement ^ 1 ^ 3
99891 ^ 9:2.w1-w5 ^ complement ^ 1 ^ 5
99896 ^ 9:2.w6-w10 @9:2.w1-w5 ^ complement ^ 2 ^ 5
99901 ^ 9:2.w11-w15 @9:2.w6-w10 ^ complement ^ 3 ^ 5
99906 ^ 9:2.w16-w22 ^ complement ^ 1 ^ 7
99913 ^ 9:3.w1-w4 ^ complement ^ 1 ^ 4
99917 ^ 9:3.w5-w17 @9:3.w1-w4 ^ complement ^ 2 ^ 13
99930 ^ 9:3.w18-w20 @9:3.w21-w22 ^ complement ^ 3 ^ 3
99933 ^ 9:3.w21_2 ^ complement ^ 1 ^ 2
99935 ^ 9:4.w1-w7 @9:4.w12-w13 ^ complement ^ 3 ^ 7
99942 ^ 9:4.w8-w11 @9:4.w1-w7 ^ complement ^ 2 ^ 4
99946 ^ 9:4.w12-w13 @9:3.w1-w4 ^ complement ^ 2 ^ 2
99948 ^ 9:4.w14-w16 @9:3.w1-w4 ^ complement ^ 2 ^ 3
99951 ^ 9:4.w17-w21 @9:4.w14-w16 ^ complement ^ 2 ^ 5
99956 ^ 9:5.w1-w6 ^ complement ^ 1 ^ 3
99959 ^ 9:5.w4-w6 ^ definer ^ 1 ^ 3
99962 ^ 9:5.w7-w10 @9:5.w1-w6 ^ definer ^ 2 ^ 4
99966 ^ 9:5.w11-w26 @9:5.w7-w10 ^ definer ^ 2 ^ 3
99969 ^ 9:5.w14_2 ^ definer ^ 1 ^ 3
99972 ^ 9:5.w17-w26 ^ definer ^ 1 ^ 10
99982 ^ 9:6.w1-w2 ^ definer ^ 1 ^ 2
99984 ^ 9:6.w3-w5 ^ subject ^ 1 ^ 6
99990 ^ 9:6.w9-w17 ^ subject ^ 1 ^ 1
99991 ^ 9:6.w10-w13 ^ subject ^ 1 ^ 8
99999 ^ 9:7.w1_2 ^ subject ^ 1 ^ 1
100000 ^ 9:7.w2-w5 @9:7.w1_2 ^ subject ^ 2 ^ 4
100004 ^ 9:7.w6-w11 @9:7.w2-w5 ^ subject ^ 2 ^ 6
100010 ^ 9:7.w12-w17 @9:7.w6-w11 ^ subject ^ 2 ^ 2
100012 ^ 9:7.w12 ^ subject ^ 2 ^ 4
100016 ^ 9:8.w1-w9 ^ subject ^ 1 ^ 4
100020 ^ 9:8.w5-w9 ^ subject ^ 1 ^ 5
100025 ^ 9:8.w10-w21 @9:8.w1-w9 ^ subject ^ 2 ^ 1
100026 ^ 9:8.w11-w16 ^ subject ^ 1 ^ 11
100037 ^ 9:9.w1-w2 @9:8.w1-w9 ^ subject ^ 2 ^ 2
100039 ^ 9:9.w3_2 @9:9.w1-w2 ^ subject ^ 2 ^ 1
100040 ^ 9:9.w4-w6 @9:9.w3_2 ^ subject ^ 2 ^ 3
100043 ^ 9:9.w7-w13 @9:9.w4-w6 ^ subject ^ 2 ^ 7
100050 ^ 9:10.w1-w10 ^ subject ^ 1 ^ 2
100052 ^ 9:10.w1 ^ subject ^ 1 ^ 2
100054 ^ 9:10.w5-w6_2 ^ subject ^ 1 ^ 7
100061 ^ 9:10.w12-w16 ^ subject ^ 1 ^ 5
100066 ^ 9:10.w17-w23 ^ subject ^ 1 ^ 7
100073 ^ 9:11.w1-w6 ^ subject ^ 1 ^ 6
100079 ^ 9:11.w7-w13 @9:11.w1-w6 ^ subject ^ 2 ^ 7
100086 ^ 9:12.w1-w22 @9:11.w7-w13 ^ subject ^ 3 ^ 6
100092 ^ 9:12.w7-w8 ^ subject ^ 1 ^ 3
100095 ^ 9:12.w10-w14 ^ subject ^ 1 ^ 5
100100 ^ 9:12.w15-w22 ^ subject ^ 1 ^ 8
100108 ^ 9:13.w1-w29 ^ complement ^ 1 ^ 29
100137 ^ 9:14.w1-w15 @9:13.w1-w29_2 ^ complement ^ 2 ^ 9
100146 ^ 9:14.w10_2 ^ complement ^ 1 ^ 6
100152 ^ 9:15.w1-w8 ^ complement ^ 1 ^ 8
100160 ^ 10:1.w1-w13 ^ complement ^ 1 ^ 2
100162 ^ 10:1.w1_2 ^ complement ^ 1 ^ 11
100173 ^ 10:1.w14-w20 @10:1.w1-w13 ^ complement ^ 2 ^ 7
100180 ^ 10:1.w21_2 ^ adjunct ^ 1 ^ 5
100185 ^ 10:2.w1-w8 ^ adjunct ^ 1 ^ 2
100187 ^ 10:2.w3-w8 ^ adjunct ^ 1 ^ 2
100189 ^ 10:2.w5_2 ^ adjunct ^ 1 ^ 1
100190 ^ 10:2.w3 ^ adjunct ^ 1 ^ 3
100193 ^ 10:2.w9-w20 @10:2.w1-w8 ^ adjunct ^ 2 ^ 2
100195 ^ 10:2.w11-w20 ^ adjunct ^ 1 ^ 1
100196 ^ 10:2.w12-w20 ^ adjunct ^ 1 ^ 5
100201 ^ 10:2.w17-w20 ^ adjunct ^ 1 ^ 3
100204 ^ 10:2.w17 ^ adjunct ^ 1 ^ 1
100205 ^ 10:3.w1-w4 ^ adjunct ^ 1 ^ 8
100213 ^ 10:4.w1-w8 ^ adjunct ^ 1 ^ 2
100215 ^ 10:4.w1 ^ adjunct ^ 1 ^ 6
100221 ^ 10:4.w9-w15 ^ adjunct ^ 1 ^ 7
100228 ^ 10:4.w16-5.w9 ^ complement ^ 1 ^ 2
100230 ^ 10:4.w16_2 ^ complement ^ 1 ^ 3
100233 ^ 10:5.w4-w9 ^ complement ^ 1 ^ 6
100239 ^ 10:5.w10-w18 ^ complement ^ 1 ^ 1
100240 ^ 10:5.w11-w18 ^ complement ^ 1 ^ 8
100248 ^ 10:6.w1-w7 ^ complement ^ 1 ^ 1
