Gloss ^ Subclause Function ^ Count
[for] to dwell ^ subject ^ 1
[for] you ^ complement ^ 1
[from the] dead, ^ adjunct ^ 1
[he is] a man ^ definer ^ 1
[he] ^ predicator ^ 1
[he] ^ adjunct ^ 1
[he] ^ conjunction ^ 1
[he] to whom ^ complement ^ 1
[he] whom ^ predicator ^ 1
[her] voice, ^ complement ^ 1
[him] whom ^ predicator ^ 1
[his] brother ^ conjunction ^ 1
[his] face ^ adjunct ^ 1
[his] face, ^ predicator ^ 2
[his] father? ^ conjunction ^ 1
[his] finger ^ predicator ^ 1
[his] hand, ^ predicator ^ 1
[his] head ^ predicator ^ 1
[his] heart ^ predicator ^ 1
[his] mother, ^ addressee ^ 1
[his] naked [body]; ^ conjunction ^ 1
[his] own ^ complement ^ 1
[his] own, ^ complement ^ 1
[his] purpose ^ complement ^ 1
[his] son, ^ complement ^ 1
[his] will ^ conjunction ^ 1
[houses] after ^ adjunct ^ 1
[how] to abound. ^ adjunct ^ 1
[how] to be brought low, ^ predicator ^ 1
[how] will he care for? — ^ adjunct ^ 1
[i] might seem ^ predicator ^ 1
[if] he will ask for ^ complement ^ 1
[if] not ^ predicator ^ 1
[if] willingly ^ conjunction ^ 1
[in the] flesh ^ predicator ^ 1
[in the] season, ^ predicator ^ 1
[in] anything ^ predicator ^ 1
[in] glory! ^ conjunction ^ 1
[in] sending ^ complement ^ 1
[in] the things ^ qualifier ^ 1
[in] things ^ relator ^ 1
[in] well ^ predicator ^ 1
[in] well-doing. ^ conjunction ^ 1
[into] being ^ predicator ^ 1
[is he] to whom ^ conjunction ^ 1
[is it] a great thing ^ conjunction ^ 1
[is it] not ^ conjunction ^ 1
[is it] not ^ adjunct ^ 1
[is it] to me ^ complement ^ 1
[is the] greatest ^ adjunct ^ 1
[is the] head ^ qualifier ^ 1
[is the] second ^ complement ^ 1
[is] ^ complement ^ 1
[is] a fire ^ predicator ^ 1
[is] abaddon, ^ conjunction ^ 1
[is] acceptable, ^ conjunction ^ 1
[is] affirmed, ^ conjunction ^ 1
[is] an abomination ^ adjunct ^ 1
[is] called ^ complement ^ 1
[is] christ, ^ adjunct ^ 1
[is] christ, ^ conjunction ^ 1
[is] circumcision; ^ conjunction ^ 1
[is] dark. ^ predicator ^ 1
[is] day ^ predicator ^ 1
[is] dead. ^ subject ^ 1
[is] death; ^ subject ^ 2
[is] death. ^ adjunct ^ 1
[is] earthly, ^ complement ^ 1
[is] easy, ^ conjunction ^ 1
[is] equal, ^ complement ^ 1
[is] evident, ^ conjunction ^ 2
[is] exalted ^ complement ^ 1
[is] faithful ^ predicator ^ 1
[is] false, ^ conjunction ^ 1
[is] futile ^ subject ^ 1
[is] gain. ^ conjunction ^ 1
[is] god, ^ predicator ^ 2
[is] god, ^ subject ^ 1
[is] good ^ complement ^ 1
[is] good ^ subject ^ 1
[is] good, ^ conjunction ^ 2
[is] good, ^ complement ^ 1
[is] great ^ adjunct ^ 2
[is] greater, ^ subject ^ 1
[is] greater, ^ predicator ^ 1
[is] here. ^ subject ^ 1
[is] holy, ^ conjunction ^ 3
[is] hostility ^ adjunct ^ 1
[is] inexperienced ^ qualifier ^ 1
[is] jesus. ^ adjunct ^ 1
[is] life ^ adjunct ^ 1
[is] like ^ subject ^ 1
[is] like ^ qualifier ^ 1
[is] lord ^ subject ^ 1
[is] merciful. ^ adjunct ^ 1
[is] mine, ^ complement ^ 1
[is] more necessary ^ adjunct ^ 1
[is] name ^ subject ^ 1
[is] near. ^ adjunct ^ 1
[is] not ^ adjunct ^ 3
[is] not ^ predicator ^ 2
[is] not ^ complement ^ 2
[is] not ^ subject ^ 1
[is] of christ, ^ adjunct ^ 1
[is] of us ^ subject ^ 1
[is] on the sea-side ^ adjunct ^ 1
[is] plentiful, ^ subject ^ 1
[is] pure; ^ conjunction ^ 1
[is] righteous ^ complement ^ 1
[is] righteous, ^ complement ^ 1
[is] safe. ^ predicator ^ 1
[is] salvation ^ complement ^ 1
[is] seemly ^ adjunct ^ 1
[is] silent, ^ adjunct ^ 1
[is] steadfast ^ adjunct ^ 1
[is] sufficient ^ conjunction ^ 1
[is] the ^ predicator ^ 2
[is] the ^ qualifier ^ 1
[is] then ^ subject ^ 1
[is] this, ^ conjunction ^ 1
[is] this: ^ adjunct ^ 1
[is] to be killed.” ^ adjunct ^ 1
[is] vengeance ; ^ subject ^ 1
[is] void ^ conjunction ^ 1
[is] well-pleasing ^ qualifier ^ 1
[is] willing, ^ subject ^ 2
[is] wise ^ subject ^ 1
[is] worthless ^ complement ^ 1
[is] yours ^ subject ^ 1
[it is] a fearful thing ^ predicator ^ 1
[it is] a gift, ^ adjunct ^ 1
[it is] a service ^ predicator ^ 1
[it is] better ^ conjunction ^ 1
[it is] corban, ^ subject ^ 1
[it is] evident ^ conjunction ^ 2
[it is] for you. ^ subject ^ 1
[it is] good ^ complement ^ 3
[it is] good ^ predicator ^ 1
[it is] good ^ conjunction ^ 1
[it is] hard ^ complement ^ 1
[it is] impossible ^ predicator ^ 2
[it is] impossible ^ conjunction ^ 1
[it is] impossible, ^ conjunction ^ 1
[it is] like ^ conjunction ^ 1
[it is] necessary ^ predicator ^ 1
[it is] no longer ^ subject ^ 1
[it is] no longer ^ adjunct ^ 1
[it is] not ^ complement ^ 1
[it is] not ^ predicator ^ 1
[it is] not ^ subject ^ 1
[it is] now. ^ conjunction ^ 1
[it is] one of ^ qualifier ^ 1
[it is] so that ^ predicator ^ 1
[it is] sufficient ^ qualifier ^ 1
[it is] to god; ^ conjunction ^ 1
[it is] wrong ^ complement ^ 1
[it was] necessary ^ conjunction ^ 1
[it was] not ^ predicator ^ 1
[it was] that ^ predicator ^ 1
[it were] good ^ conjunction ^ 1
[it] is ^ subject ^ 1
[it] is, ^ predicator ^ 1
[it] is, ^ conjunction ^ 1
[it] is. ^ conjunction ^ 1
[it] so ^ predicator ^ 1
[its] completion? ^ conjunction ^ 1
[its] perfect ^ predicator ^ 1
[its] shame ^ predicator ^ 1
[let be] without covetousness ^ subject ^ 1
[let there be] nothing ^ complement ^ 1
[may] the ^ conjunction ^ 1
[must be] dignified, ^ adjunct ^ 2
[my] forefathers ^ adjunct ^ 1
[my] lord, ^ adjunct ^ 1
[my] sign ^ adjunct ^ 1
[not] ^ predicator ^ 2
[of him] whom ^ subject ^ 1
[of the] churches, ^ conjunction ^ 1
[of the] flesh ^ adjunct ^ 1
[of the] soul. ^ predicator ^ 1
[of the] world, ^ conjunction ^ 1
[of the] world.” ^ adjunct ^ 1
[of you] having suffered, ^ definer ^ 1
[of] jesus ^ adjunct ^ 1
[of] joy ^ definer ^ 1
[of] whom ^ subject ^ 1
[of] whom ^ adjunct ^ 1
[one] having been tempted ^ conjunction ^ 1
[one] having died, ^ definer ^ 1
[one] leading, ^ subject ^ 1
[one] possessed by a demon, ^ definer ^ 1
[one] shall have turned ^ adjunct ^ 1
[one] sitting, ^ conjunction ^ 1
[one] tempting, ^ predicator ^ 1
[or] ‘behold, ^ adjunct ^ 1
[other] than ^ adjunct ^ 1
[our] ^ conjunction ^ 1
[place of] prayer, ^ subject ^ 1
[place] where ^ complement ^ 1
[should] not ^ adjunct ^ 1
[so] also ^ adjunct ^ 1
[some] brothers, ^ predicator ^ 1
[some] holding ^ complement ^ 1
[some] there ^ predicator ^ 1
[something] to eat. ^ conjunction ^ 1
[son of] alphaeus; ^ definer ^ 1
[son] of bosor, ^ subject ^ 1
[son] of john, ^ predicator ^ 3
[still] ministering. ^ predicator ^ 1
[that] ^ adjunct ^ 1
[that] a resurrection ^ predicator ^ 1
[that] being touched ^ predicator ^ 1
[that] bringing forth ^ conjunction ^ 1
[that] came ^ subject ^ 1
[that] having become sick, ^ subject ^ 1
[that] having gone forth, ^ predicator ^ 1
[that] he may send ^ complement ^ 1
[that] law ^ adjunct ^ 1
[that] not yet ^ predicator ^ 1
[that] should suffer ^ subject ^ 1
[the things] coming, ^ predicator ^ 1
[the things] of which ^ adjunct ^ 1
[the time] comes ^ conjunction ^ 1
[the time] that ^ conjunction ^ 1
[the] acknowledgment ^ qualifier ^ 1
[the] administration ^ qualifier ^ 1
[the] advancement ^ qualifier ^ 1
[the] affection ^ qualifier ^ 1
[the] affections ^ qualifier ^ 1
[the] age ^ predicator ^ 1
[the] aged [men] ^ complement ^ 1
[the] aged [women] ^ adjunct ^ 1
[the] air ^ predicator ^ 2
[the] air; ^ conjunction ^ 1
[the] angels ^ qualifier ^ 2
[the] angels ^ predicator ^ 2
[the] angels ^ conjunction ^ 1
[the] angels, ^ predicator ^ 1
[the] angels; ^ adjunct ^ 1
[the] anger ^ conjunction ^ 1
[the] anointing ^ predicator ^ 1
[the] appearing ^ qualifier ^ 1
[the] architect ^ subject ^ 1
[the] armies ^ predicator ^ 1
[the] assurance, ^ predicator ^ 1
[the] athenians ^ conjunction ^ 1
[the] author ^ complement ^ 1
[the] authority ^ adjunct ^ 1
[the] bank, ^ subject ^ 1
[the] beginning ^ qualifier ^ 3
[the] beginning ^ subject ^ 2
[the] beginning ^ adjunct ^ 2
[the] beginning ^ complement ^ 1
[the] beginning ^ predicator ^ 1
[the] beginning, ^ conjunction ^ 4
[the] beginning, ^ definer ^ 1
[the] beginning, ^ addressee ^ 1
[the] beginning, ^ complement ^ 1
[the] beginning, ^ adjunct ^ 1
[the] beginning. ^ predicator ^ 2
[the] beginning. ^ subject ^ 1
[the] betrayer. ^ conjunction ^ 1
[the] birthday ^ conjunction ^ 1
[the] blood ^ qualifier ^ 3
[the] body ^ conjunction ^ 1
[the] body, ^ adjunct ^ 1
[the] body. ^ complement ^ 1
[the] bond ^ qualifier ^ 1
[the] bond-servant ^ conjunction ^ 1
[the] book ^ qualifier ^ 2
[the] bow ^ complement ^ 1
[the] bread, ^ predicator ^ 1
[the] breastplate ^ qualifier ^ 1
[the] breasts ^ complement ^ 1
[the] bridegroom ^ predicator ^ 1
[the] brim. ^ conjunction ^ 1
[the] building up ^ qualifier ^ 1
[the] characterization ^ predicator ^ 1
[the] children, ^ conjunction ^ 1
[the] church ^ predicator ^ 1
[the] church ^ qualifier ^ 1
[the] church, ^ predicator ^ 1
[the] church, ^ complement ^ 1
[the] church; ^ complement ^ 1
[the] church. ^ conjunction ^ 1
[the] circumcision ^ adjunct ^ 1
[the] circumcision ^ subject ^ 1
[the] circumcision, ^ predicator ^ 1
[the] circumcision, ^ relator ^ 1
[the] circumcision. ^ conjunction ^ 1
[the] cities ^ qualifier ^ 1
[the] city ^ predicator ^ 2
[the] city ^ qualifier ^ 1
[the] city, ^ relator ^ 1
[the] clouds ^ adjunct ^ 1
[the] clouds, ^ adjunct ^ 1
[the] cohort ^ predicator ^ 1
[the] command ^ qualifier ^ 1
[the] commanders ^ adjunct ^ 1
[the] commandment ^ qualifier ^ 2
[the] commandment ^ complement ^ 1
[the] commandments ^ qualifier ^ 1
[the] commands. ^ conjunction ^ 1
[the] conscience ^ conjunction ^ 1
[the] consolation ^ qualifier ^ 1
[the] consummation ^ qualifier ^ 1
[the] conviction ^ adjunct ^ 1
[the] cornerstone ^ subject ^ 1
[the] country. ^ subject ^ 1
[the] covenant, ^ predicator ^ 1
[the] cross, ^ complement ^ 1
[the] crowd ^ predicator ^ 1
[the] cup, ^ predicator ^ 1
[the] custom ^ predicator ^ 1
[the] day ^ qualifier ^ 3
[the] day ^ predicator ^ 2
[the] day ^ conjunction ^ 1
[the] days ^ adjunct ^ 2
[the] days ^ qualifier ^ 1
[the] days ^ conjunction ^ 1
[the] days ^ predicator ^ 1
[the] dead ^ predicator ^ 12
[the] dead ^ adjunct ^ 8
[the] dead ^ conjunction ^ 2
[the] dead ^ subject ^ 1
[the] dead ^ complement ^ 1
[the] dead — ^ adjunct ^ 1
[the] dead, ^ adjunct ^ 7
[the] dead, ^ conjunction ^ 2
[the] dead, ^ predicator ^ 2
[the] dead, ^ subject ^ 2
[the] dead, ^ complement ^ 1
[the] dead, ^ definer ^ 1
[the] dead, ^ relator ^ 1
[the] dead; ^ conjunction ^ 1
[the] dead? ^ conjunction ^ 1
[the] dead. ^ predicator ^ 2
[the] dead. ^ adjunct ^ 2
[the] dead. ^ conjunction ^ 2
[the] death ^ adjunct ^ 1
[the] death ^ complement ^ 1
[the] decapolis, ^ relator ^ 1
[the] demand ^ relator ^ 1
[the] depth ^ qualifier ^ 1
[the] desert [road]. ^ conjunction ^ 1
[the] devil ^ complement ^ 2
[the] devil, ^ adjunct ^ 1
[the] devout ^ adjunct ^ 1
[the] discipline ^ adjunct ^ 1
[the] disobedient ^ adjunct ^ 1
[the] division ^ qualifier ^ 1
[the] doors. ^ adjunct ^ 1
[the] early ^ complement ^ 1
[the] earth ^ adjunct ^ 1
[the] earth ^ subject ^ 1
[the] earth, ^ complement ^ 1
[the] east ^ adjunct ^ 1
[the] east ^ subject ^ 1
[the] elect ^ qualifier ^ 1
[the] elements ^ predicator ^ 1
[the] end ^ predicator ^ 1
[the] end ^ conjunction ^ 1
[the] end ^ adjunct ^ 1
[the] end ^ complement ^ 1
[the] end, ^ subject ^ 2
[the] end, ^ conjunction ^ 1
[the] endurance ^ qualifier ^ 1
[the] error ^ qualifier ^ 1
[the] evils ^ subject ^ 1
[the] exact expression ^ qualifier ^ 1
[the] eyes ^ qualifier ^ 1
[the] eyes ^ predicator ^ 1
[the] face ^ qualifier ^ 4
[the] face ^ complement ^ 1
[the] face ^ conjunction ^ 1
[the] face ^ predicator ^ 1
[the] faith ^ adjunct ^ 2
[the] faith ^ complement ^ 1
[the] faith ^ definer ^ 1
[the] faith ^ qualifier ^ 1
[the] faith: ^ subject ^ 1
[the] faith. ^ subject ^ 1
[the] falling ^ adjunct ^ 1
[the] father ^ adjunct ^ 6
[the] father ^ qualifier ^ 2
[the] father ^ subject ^ 1
[the] father ^ complement ^ 1
[the] father ^ predicator ^ 1
[the] father, ^ addressee ^ 1
[the] father, ^ definer ^ 1
[the] father, ^ predicator ^ 1
[the] father, ^ adjunct ^ 1
[the] father, ^ qualifier ^ 1
[the] father. ^ conjunction ^ 1
[the] fear of god, ^ adjunct ^ 1
[the] feast, ^ predicator ^ 2
[the] field, ^ adjunct ^ 1
[the] field; ^ conjunction ^ 1
[the] fillings ^ qualifier ^ 1
[the] fire ^ predicator ^ 3
[the] first ^ adjunct ^ 1
[the] firstborn ^ qualifier ^ 1
[the] flesh ^ qualifier ^ 3
[the] flesh ^ predicator ^ 2
[the] flesh ^ relator ^ 1
[the] flesh ^ adjunct ^ 1
[the] flesh ^ conjunction ^ 1
[the] flesh, ^ subject ^ 3
[the] flesh, ^ predicator ^ 2
[the] flesh, ^ adjunct ^ 1
[the] flesh, ^ conjunction ^ 1
[the] flesh; ^ subject ^ 1
[the] flesh? ^ conjunction ^ 1
[the] flesh. ^ conjunction ^ 2
[the] flood upon ^ adjunct ^ 1
[the] foolish, ^ complement ^ 1
[the] footstool ^ predicator ^ 1
[the] foreknowledge ^ qualifier ^ 1
[the] foremost ^ predicator ^ 1
[the] foremost, ^ predicator ^ 1
[the] forerunner ^ relator ^ 1
[the] foundation ^ predicator ^ 1
[the] fruit ^ qualifier ^ 1
[the] fruit ^ conjunction ^ 1
[the] fulfillment ^ conjunction ^ 1
[the] fullness ^ qualifier ^ 1
[the] futility ^ qualifier ^ 1
[the] generosity ^ qualifier ^ 1
[the] gentiles ^ predicator ^ 2
[the] gentiles ^ adjunct ^ 2
[the] gentiles ^ complement ^ 1
[the] gentiles, ^ conjunction ^ 2
[the] gentiles, ^ adjunct ^ 1
[the] gentiles; ^ relator ^ 1
[the] gentiles? ^ conjunction ^ 1
[the] glory ^ qualifier ^ 2
[the] glory ^ adjunct ^ 1
[the] goads ^ predicator ^ 1
[the] goal ^ predicator ^ 1
[the] god ^ conjunction ^ 1
[the] god ^ predicator ^ 1
[the] golden ^ predicator ^ 1
[the] goodness ^ predicator ^ 1
[the] greatest ^ predicator ^ 1
[the] greatest ^ conjunction ^ 1
[the] greatest. ^ subject ^ 1
[the] guarantee ^ qualifier ^ 1
[the] guarantee ^ subject ^ 1
[the] hand ^ qualifier ^ 2
[the] hand ^ predicator ^ 1
[the] hands ^ qualifier ^ 1
[the] head ^ conjunction ^ 2
[the] healing ^ qualifier ^ 1
[the] heart, ^ adjunct ^ 1
[the] heart. ^ conjunction ^ 1
[the] heavens ^ adjunct ^ 2
[the] heavens ^ relator ^ 2
[the] heavens ^ predicator ^ 2
[the] heavens, ^ conjunction ^ 2
[the] heavens, ^ subject ^ 1
[the] heavens, ^ adjunct ^ 1
[the] heavens; ^ conjunction ^ 1
[the] heavens. ^ conjunction ^ 1
[the] heavens. ^ subject ^ 1
[the] heavens. ^ adjunct ^ 1
[the] helmet ^ qualifier ^ 1
[the] high priesthood ^ qualifier ^ 1
[the] highest ^ complement ^ 1
[the] highest. ^ conjunction ^ 1
[the] holiness ^ adjunct ^ 1
[the] holy [place]. ^ adjunct ^ 1
[the] hope ^ qualifier ^ 2
[the] hope ^ adjunct ^ 1
[the] hour ^ predicator ^ 3
[the] house ^ adjunct ^ 3
[the] house ^ qualifier ^ 2
[the] house ^ predicator ^ 1
[the] house, ^ conjunction ^ 1
[the] house. ^ conjunction ^ 1
[the] humble. ^ predicator ^ 1
[the] husband ^ predicator ^ 1
[the] husband, ^ qualifier ^ 1
[the] husband, ^ complement ^ 1
[the] image ^ predicator ^ 2
[the] image ^ qualifier ^ 2
[the] imperishable, ^ conjunction ^ 1
[the] indulgence ^ qualifier ^ 1
[the] introduction ^ conjunction ^ 1
[the] jews ^ definer ^ 1
[the] jews ^ adjunct ^ 1
[the] jews, ^ addressee ^ 1
[the] jews, ^ adjunct ^ 1
[the] journey, ^ predicator ^ 1
[the] joy ^ definer ^ 1
[the] joy ^ qualifier ^ 1
[the] judgment ^ predicator ^ 2
[the] judgment ^ qualifier ^ 1
[the] judgment seat ^ adjunct ^ 1
[the] kindness ^ complement ^ 1
[the] king ^ qualifier ^ 1
[the] kingdom ^ adjunct ^ 1
[the] knee ^ complement ^ 1
[the] knowledge ^ qualifier ^ 3
[the] land ^ qualifier ^ 1
[the] last ^ qualifier ^ 3
[the] law ^ predicator ^ 11
[the] law ^ adjunct ^ 5
[the] law ^ subject ^ 4
[the] law ^ conjunction ^ 3
[the] law ^ complement ^ 2
[the] law ^ qualifier ^ 1
[the] law ^ definer ^ 1
[the] law [are] ^ complement ^ 1
[the] law [is] ^ subject ^ 1
[the] law, ^ conjunction ^ 3
[the] law, ^ subject ^ 2
[the] law, ^ adjunct ^ 2
[the] law. ^ complement ^ 1
[the] law. ^ conjunction ^ 1
[the] laying on ^ qualifier ^ 1
[the] least ^ predicator ^ 1
[the] least ^ relator ^ 1
[the] left hand, ^ adjunct ^ 1
[the] left, ^ adjunct ^ 1
[the] left, ^ predicator ^ 1
[the] left. ^ adjunct ^ 1
[the] left. ^ subject ^ 1
[the] letter ^ relator ^ 1
[the] light ^ predicator ^ 1
[the] living ^ complement ^ 1
[the] living ^ predicator ^ 1
[the] living, ^ subject ^ 2
[the] living, ^ definer ^ 2
[the] living, ^ adjunct ^ 1
[the] living, ^ conjunction ^ 1
[the] living! ^ conjunction ^ 1
[the] living. ^ conjunction ^ 2
[the] living. ^ predicator ^ 1
[the] living.’” ^ subject ^ 1
[the] lord ^ definer ^ 23
[the] lord ^ predicator ^ 12
[the] lord ^ adjunct ^ 9
[the] lord ^ complement ^ 7
[the] lord ^ subject ^ 2
[the] lord ^ conjunction ^ 1
[the] lord [is] ^ complement ^ 2
[the] lord, ^ conjunction ^ 10
[the] lord, ^ adjunct ^ 5
[the] lord, ^ predicator ^ 4
[the] lord, ^ complement ^ 3
[the] lord, ^ definer ^ 2
[the] lord, ^ specifier ^ 1
[the] lord, ^ addressee ^ 1
[the] lord; ^ adjunct ^ 1
[the] lord; ^ subject ^ 1
[the] lord: ^ adjunct ^ 1
[the] lord. ^ conjunction ^ 5
[the] lord. ^ complement ^ 3
[the] lord. ^ predicator ^ 2
[the] lord. ^ adjunct ^ 2
[the] lord. ^ addressee ^ 2
[the] lord. ^ subject ^ 1
[the] lord.” ^ subject ^ 2
[the] lord.” ^ conjunction ^ 1
[the] man ^ complement ^ 1
[the] man ^ definer ^ 1
[the] man, ^ predicator ^ 1
[the] market ^ adjunct ^ 1
[the] measure ^ qualifier ^ 2
[the] measure ^ definer ^ 1
[the] mediator ^ predicator ^ 1
[the] mediator, ^ subject ^ 1
[the] meeting ^ qualifier ^ 1
[the] messenger ^ qualifier ^ 3
[the] middle ^ qualifier ^ 1
[the] midst ^ qualifier ^ 14
[the] midst ^ predicator ^ 2
[the] midst, ^ predicator ^ 1
[the] mighty works, ^ predicator ^ 1
[the] ministry. ^ complement ^ 1
[the] more ^ predicator ^ 1
[the] morning star ^ predicator ^ 1
[the] mother-in-law ^ conjunction ^ 1
[the] mount ^ predicator ^ 1
[the] mouth ^ qualifier ^ 2
[the] mouth ^ adjunct ^ 1
[the] name ^ qualifier ^ 5
[the] name ^ complement ^ 1
[the] name ^ subject ^ 1
[the] name ^ predicator ^ 1
[the] nations, ^ predicator ^ 1
[the] natural ^ conjunction ^ 1
[the] new. ^ subject ^ 1
[the] north ^ subject ^ 1
[the] northwest. ^ predicator ^ 1
[the] oath ^ complement ^ 1
[the] obedience ^ qualifier ^ 1
[the] obtaining ^ qualifier ^ 1
[the] officers ^ adjunct ^ 1
[the] one ^ predicator ^ 1
[the] one ^ definer ^ 1
[the] opening ^ qualifier ^ 1
[the] opportunity, ^ conjunction ^ 1
[the] oppressed ^ adjunct ^ 1
[the] overseers ^ adjunct ^ 1
[the] pattern ^ predicator ^ 1
[the] penalty ^ predicator ^ 2
[the] person ^ subject ^ 1
[the] piece ^ subject ^ 1
[the] pillar ^ definer ^ 1
[the] place ^ adjunct ^ 1
[the] place ^ qualifier ^ 1
[the] plan ^ predicator ^ 1
[the] plow, ^ conjunction ^ 1
[the] power ^ qualifier ^ 3
[the] power ^ conjunction ^ 1
[the] power ^ complement ^ 1
[the] praetorium, ^ conjunction ^ 1
[the] praise ^ qualifier ^ 3
[the] preparation ^ predicator ^ 1
[the] presence ^ qualifier ^ 3
[the] present age ^ qualifier ^ 1
[the] proclamation ^ complement ^ 1
[the] promise ^ predicator ^ 1
[the] promise ^ qualifier ^ 1
