connecting from ^ connecting to
40.1:12.w1 ^ 40.1:12.w3-w5
40.1:17.w1 ^ 40.1:17.w3-w8
40.1:19.w1 ^ 40.1:19.w3-w5_2
40.1:20.w28-w29 ^ 40.1:20.w31
40.1:22.w1 ^ 40.1:22.w3
40.10:10.w12 ^ 40.10:10.w16-w18_2
40.10:15.w4 ^ 40.10:15.w6-w9_2
40.10:28.w9 ^ 40.10:28.w11
40.10:32.w1 ^ 40.10:32.w3
40.10:4.w8 ^ 40.10:4.w10
40.10:40.w7 ^ 40.10:40.w9
40.11:11.w13 ^ 40.11:11.w15-w20
40.11:12.w1 ^ 40.11:12.w3-w7
40.11:16.w7 ^ 40.11:16.w9-w13_2
40.11:19.w16 ^ 40.11:19.w18-w19_2
40.11:2.w1 ^ 40.11:2.w3
40.11:30.w1 ^ 40.11:30.w3-w4
40.11:8.w10 ^ 40.11:8.w13
40.12:1.w13 ^ 40.12:1.w15-w16
40.12:10.w4 ^ 40.12:10.w6
40.12:11.w5 ^ 40.12:11.w9
40.12:15.w1 ^ 40.12:15.w3
40.12:2.w1 ^ 40.12:2.w3
40.12:24.w1 ^ 40.12:24.w3
40.12:27.w18 ^ 40.12:27.w20
40.12:30.w1 ^ 40.12:30.w3
40.12:30.w10 ^ 40.12:30.w12
40.12:31.w12 ^ 40.12:31.w14-w16
40.12:33.w21 ^ 40.12:33.w23-w24
40.12:34.w9 ^ 40.12:34.w11-w14
40.12:37.w1 ^ 40.12:37.w3-w5
40.12:8.w1 ^ 40.12:8.w4-w5_2
40.13:16.w1 ^ 40.13:16.w4-w5
40.13:19.w23 ^ 40.13:19.w27
40.13:20.w1 ^ 40.13:20.w6
40.13:20.w9 ^ 40.13:20.w12
40.13:22.w1 ^ 40.13:22.w6
40.13:22.w9 ^ 40.13:22.w12
40.13:23.w1 ^ 40.13:23.w7
40.13:23.w10 ^ 40.13:23.w13
40.13:25.w1 ^ 40.13:25.w3-w4
40.13:28.w9 ^ 40.13:28.w11
40.13:30.w28 ^ 40.13:30.w30
40.13:31.w6 ^ 40.13:31.w12-w21_2
