clause word index ^ length
14040 ^ 4
14044 ^ 8
14052 ^ 10
14062 ^ 3
14065 ^ 9
14074 ^ 3
14077 ^ 2
14079 ^ 8
14087 ^ 6
14093 ^ 7
14100 ^ 16
14116 ^ 8
14124 ^ 3
14127 ^ 7
14134 ^ 2
14136 ^ 4
14140 ^ 2
14142 ^ 6
14148 ^ 4
14152 ^ 10
14162 ^ 3
14166 ^ 6
14172 ^ 3
14175 ^ 6
14181 ^ 3
17696 ^ 2
17699 ^ 2
17701 ^ 4
17705 ^ 2
17707 ^ 4
17711 ^ 3
17714 ^ 3
17717 ^ 5
17722 ^ 2
17724 ^ 2
17728 ^ 3
17731 ^ 2
17733 ^ 2
17736 ^ 7
17743 ^ 2
17745 ^ 11
17756 ^ 4
17760 ^ 4
17764 ^ 4
17768 ^ 4
17772 ^ 3
17776 ^ 13
17789 ^ 3
17792 ^ 2
17794 ^ 5
17799 ^ 3
17802 ^ 3
17805 ^ 5
17811 ^ 5
17816 ^ 5
17821 ^ 3
17824 ^ 7
17831 ^ 2
17833 ^ 20
17853 ^ 3
17856 ^ 5
17861 ^ 2
17863 ^ 2
17865 ^ 4
17870 ^ 8
17878 ^ 4
17884 ^ 10
17894 ^ 8
17902 ^ 5
17908 ^ 8
17916 ^ 10
17926 ^ 4
17930 ^ 2
17933 ^ 13
17947 ^ 2
17949 ^ 5
17954 ^ 2
17956 ^ 4
17960 ^ 2
17962 ^ 7
17970 ^ 6
17976 ^ 4
17980 ^ 4
17984 ^ 8
17992 ^ 4
17996 ^ 2
18000 ^ 2
18002 ^ 2
18004 ^ 4
18008 ^ 6
18014 ^ 2
18016 ^ 6
18022 ^ 8
18030 ^ 3
18033 ^ 2
18035 ^ 2
18038 ^ 2
18041 ^ 3
18044 ^ 5
18049 ^ 4
18053 ^ 7
18060 ^ 7
18067 ^ 2
18069 ^ 4
18073 ^ 2
18075 ^ 4
48077 ^ 3
48080 ^ 5
48085 ^ 2
48087 ^ 3
48090 ^ 6
48096 ^ 3
48099 ^ 3
48102 ^ 7
48109 ^ 6
48115 ^ 10
48125 ^ 3
48128 ^ 7
48136 ^ 6
48142 ^ 8
50206 ^ 3
50209 ^ 2
50211 ^ 4
50216 ^ 3
50219 ^ 2
50221 ^ 3
50224 ^ 9
50233 ^ 4
50238 ^ 2
50240 ^ 7
50247 ^ 4
50251 ^ 3
50254 ^ 4
50258 ^ 3
50261 ^ 2
50263 ^ 3
50266 ^ 4
50270 ^ 6
50276 ^ 4
50280 ^ 8
50288 ^ 7
50295 ^ 9
50304 ^ 5
50309 ^ 4
50313 ^ 3
50316 ^ 7
50323 ^ 4
50327 ^ 12
50339 ^ 6
50345 ^ 4
50349 ^ 2
50351 ^ 2
50353 ^ 5
50358 ^ 3
50361 ^ 2
50363 ^ 5
50368 ^ 6
50374 ^ 3
50377 ^ 5
50382 ^ 12
50394 ^ 5
50399 ^ 3
50402 ^ 2
50404 ^ 5
50409 ^ 3
50412 ^ 4
54520 ^ 3
54523 ^ 5
54528 ^ 4
54532 ^ 8
54540 ^ 3
54543 ^ 4
54547 ^ 6
54553 ^ 2
54555 ^ 4
54559 ^ 2
54561 ^ 4
54565 ^ 4
54569 ^ 3
54573 ^ 6
56992 ^ 3
56995 ^ 3
56998 ^ 7
57005 ^ 2
57007 ^ 12
57019 ^ 5
57024 ^ 3
57027 ^ 6
57033 ^ 5
57038 ^ 3
57041 ^ 4
57045 ^ 2
57047 ^ 3
57050 ^ 2
57052 ^ 9
57061 ^ 4
57065 ^ 4
57069 ^ 8
57077 ^ 8
57085 ^ 3
57088 ^ 3
57091 ^ 5
57096 ^ 7
