connecting from ^ connecting to
40.1:10.w1-w5 ^ 40.1:9.w11-w15
40.1:10.w11-w15 ^ 40.1:10.w6-w10
40.1:10.w6-w10 ^ 40.1:10.w1-w5
40.1:11.w1-w13 ^ 40.1:10.w11-w15
40.1:12.w1-w9 ^ 40.1:11.w1-w13
40.1:12.w10-w14 ^ 40.1:12.w1-w9
40.1:13.w1-w5 ^ 40.1:12.w10-w14
40.1:13.w11-w15 ^ 40.1:13.w6-w10
40.1:13.w6-w10 ^ 40.1:13.w1-w5
40.1:14.w1-w5 ^ 40.1:13.w11-w15
40.1:14.w11-w15 ^ 40.1:14.w6-w10
40.1:14.w6-w10 ^ 40.1:14.w1-w5
40.1:15.w1-w5 ^ 40.1:14.w11-w15
40.1:15.w11-w15 ^ 40.1:15.w6-w10
40.1:15.w6-w10 ^ 40.1:15.w1-w5
40.1:16.w1-w8 ^ 40.1:15.w11-w15
40.1:16.w9-w15 ^ 40.1:16.w1-w8
40.1:17.w1-w10 ^ 40.1:16.w1-w8
40.1:17.w11-w19 ^ 40.1:17.w1-w10
40.1:17.w20-w29 ^ 40.1:17.w11-w19
40.1:18.w1-w8 ^ 40.1:17.w20-w29
40.1:18.w9-w15 ^ 40.1:18.w16-w26
40.1:19.w1-w16 ^ 40.1:18.w16-w26
40.1:2.w1-w4 ^ 40.1:1.w1-w8_2
40.1:2.w10-w18 ^ 40.1:2.w5-w9
40.1:2.w5-w9 ^ 40.1:2.w1-w4
40.1:20.w1-w4 ^ 40.1:20.w5_2
40.1:20.w13-w22 ^ 40.1:20.w6-w12
40.1:20.w5_2 ^ 40.1:19.w1-w16
40.1:20.w6-w12 ^ 40.1:20.w5_2
40.1:21.w1-w3 ^ 40.1:20.w23-w31
40.1:21.w10-w19 ^ 40.1:21.w4-w9
40.1:21.w4-w9 ^ 40.1:21.w1-w3
40.1:22.w1-w4 ^ 40.1:20.w6-w12
40.1:22.w5-w14 ^ 40.1:22.w1-w4
40.1:23.w1_2 ^ 40.1:22.w5-w14
40.1:23.w10-w15 ^ 40.1:23.w7-w9
40.1:23.w16-w22 ^ 40.1:23.w10-w15
40.1:23.w2-w6 ^ 40.1:23.w1_2
40.1:23.w7-w9 ^ 40.1:23.w2-w6
40.1:24.w15-w19 ^ 40.1:24.w1-w8
40.1:24.w9-w14 ^ 40.1:24.w1-w8
40.1:25.w1-w8 ^ 40.1:24.w15-w19
40.1:25.w9-w14 ^ 40.1:25.w1-w8
40.1:3.w1-w11 ^ 40.1:2.w10-w18
40.1:3.w12-w16 ^ 40.1:3.w1-w11
40.1:3.w17-w21 ^ 40.1:3.w12-w16
40.1:4.w1-w5 ^ 40.1:3.w17-w21
40.1:4.w11-w15 ^ 40.1:4.w6-w10
40.1:4.w6-w10 ^ 40.1:4.w1-w5
40.1:5.w1-w8 ^ 40.1:4.w11-w15
40.1:5.w17-w21 ^ 40.1:5.w9-w16
40.1:5.w9-w16 ^ 40.1:5.w1-w8
40.1:6.w1-w7 ^ 40.1:5.w17-w21
40.1:6.w8-w16 ^ 40.1:6.w1-w7
40.1:7.w1-w5 ^ 40.1:6.w8-w16
40.1:7.w11-w15 ^ 40.1:7.w6-w10
40.1:7.w6-w10 ^ 40.1:7.w1-w5
