clause word index ^ length
35 ^ 3
68 ^ 3
76 ^ 3
96 ^ 2
169 ^ 4
240 ^ 2
258 ^ 2
260 ^ 4
267 ^ 4
271 ^ 3
296 ^ 2
299 ^ 3
325 ^ 2
337 ^ 3
342 ^ 2
345 ^ 2
364 ^ 4
376 ^ 2
378 ^ 3
385 ^ 2
400 ^ 2
408 ^ 3
427 ^ 2
441 ^ 2
445 ^ 2
452 ^ 2
455 ^ 2
470 ^ 3
486 ^ 2
498 ^ 2
508 ^ 2
515 ^ 3
526 ^ 4
530 ^ 2
549 ^ 2
559 ^ 2
565 ^ 3
590 ^ 3
598 ^ 2
613 ^ 3
643 ^ 2
647 ^ 2
649 ^ 3
653 ^ 4
664 ^ 2
679 ^ 2
710 ^ 2
723 ^ 2
725 ^ 3
740 ^ 3
764 ^ 3
769 ^ 3
776 ^ 2
778 ^ 2
809 ^ 2
813 ^ 2
826 ^ 3
849 ^ 3
859 ^ 5
869 ^ 2
872 ^ 3
880 ^ 2
888 ^ 3
904 ^ 3
923 ^ 2
930 ^ 3
950 ^ 3
956 ^ 4
971 ^ 2
986 ^ 4
990 ^ 2
1004 ^ 4
1016 ^ 2
1030 ^ 2
1043 ^ 4
1055 ^ 3
1070 ^ 2
1077 ^ 2
1079 ^ 2
1083 ^ 2
1099 ^ 3
1102 ^ 2
1107 ^ 4
1121 ^ 3
1128 ^ 2
1134 ^ 3
1137 ^ 3
1140 ^ 3
1145 ^ 2
1156 ^ 2
1162 ^ 2
1169 ^ 2
1190 ^ 3
1206 ^ 2
1210 ^ 2
1215 ^ 3
1226 ^ 2
1233 ^ 3
1236 ^ 3
1240 ^ 3
1245 ^ 2
1247 ^ 3
1276 ^ 2
1283 ^ 3
1287 ^ 3
1295 ^ 4
1302 ^ 3
1325 ^ 2
1328 ^ 2
1334 ^ 2
1356 ^ 2
1419 ^ 3
1428 ^ 2
1432 ^ 2
1441 ^ 2
1463 ^ 2
1471 ^ 2
1473 ^ 3
1479 ^ 2
1496 ^ 3
1515 ^ 3
1525 ^ 2
1556 ^ 3
1559 ^ 2
1585 ^ 4
1590 ^ 4
1607 ^ 3
1615 ^ 4
1626 ^ 2
1628 ^ 2
1663 ^ 3
1745 ^ 2
1765 ^ 2
1768 ^ 2
1778 ^ 3
1800 ^ 2
1803 ^ 2
1812 ^ 3
1825 ^ 2
1834 ^ 3
1838 ^ 3
1853 ^ 3
1903 ^ 2
1906 ^ 3
1930 ^ 3
1944 ^ 3
1964 ^ 2
1967 ^ 3
2032 ^ 3
2043 ^ 2
2050 ^ 3
2073 ^ 2
2076 ^ 2
2078 ^ 3
2094 ^ 2
2100 ^ 2
2131 ^ 4
2148 ^ 2
2166 ^ 2
2180 ^ 2
2197 ^ 2
2222 ^ 3
2257 ^ 3
2266 ^ 3
2276 ^ 2
2285 ^ 4
2312 ^ 3
2320 ^ 2
2324 ^ 2
2338 ^ 5
2370 ^ 2
2380 ^ 2
2425 ^ 2
2427 ^ 2
2431 ^ 2
2433 ^ 2
2487 ^ 3
2500 ^ 4
2514 ^ 2
2520 ^ 3
2523 ^ 4
2529 ^ 3
2558 ^ 3
2567 ^ 3
2577 ^ 3
2582 ^ 3
2585 ^ 4
2632 ^ 3
2647 ^ 4
2692 ^ 2
2695 ^ 2
2722 ^ 2
2727 ^ 3
2765 ^ 3
2818 ^ 3
2827 ^ 3
2845 ^ 2
2944 ^ 2
2950 ^ 3
2959 ^ 3
2977 ^ 3
2989 ^ 2
3011 ^ 4
3018 ^ 2
3058 ^ 2
3066 ^ 2
3118 ^ 3
3137 ^ 2
3144 ^ 3
3181 ^ 4
3189 ^ 4
3196 ^ 4
3208 ^ 3
3225 ^ 3
3231 ^ 4
3299 ^ 2
3337 ^ 4
3351 ^ 3
3359 ^ 2
3371 ^ 3
3381 ^ 3
3386 ^ 2
3388 ^ 3
3396 ^ 4
3404 ^ 2
3408 ^ 2
3446 ^ 2
3450 ^ 4
3464 ^ 3
3484 ^ 4
3491 ^ 3
3496 ^ 3
3502 ^ 3
3517 ^ 2
3542 ^ 3
3559 ^ 3
3567 ^ 3
3590 ^ 3
3607 ^ 3
3630 ^ 4
3650 ^ 3
3706 ^ 3
3712 ^ 2
3726 ^ 3
3749 ^ 4
3771 ^ 2
3805 ^ 2
3809 ^ 3
3818 ^ 2
3820 ^ 2
3825 ^ 2
3827 ^ 2
3829 ^ 2
3831 ^ 3
3842 ^ 3
3872 ^ 4
3880 ^ 4
3928 ^ 2
3947 ^ 2
3951 ^ 3
4027 ^ 3
4040 ^ 3
4047 ^ 3
4100 ^ 3
4103 ^ 3
4112 ^ 3
4123 ^ 4
4140 ^ 2
4147 ^ 2
4164 ^ 3
4177 ^ 3
4186 ^ 3
4189 ^ 3
4194 ^ 3
4203 ^ 3
4218 ^ 2
4228 ^ 4
4234 ^ 2
4239 ^ 4
4248 ^ 2
4273 ^ 2
4288 ^ 4
4316 ^ 3
4332 ^ 4
4339 ^ 4
4366 ^ 3
4384 ^ 3
4395 ^ 2
4397 ^ 4
4409 ^ 2
4411 ^ 3
4414 ^ 2
4458 ^ 2
4484 ^ 2
4486 ^ 2
4496 ^ 2
4509 ^ 3
4516 ^ 4
4528 ^ 3
4549 ^ 3
4578 ^ 2
4596 ^ 2
4608 ^ 2
4636 ^ 4
4644 ^ 3
4688 ^ 5
4711 ^ 3
4738 ^ 4
4763 ^ 5
4792 ^ 3
4799 ^ 3
4811 ^ 3
4814 ^ 3
4818 ^ 4
4840 ^ 2
4874 ^ 4
4961 ^ 3
4967 ^ 3
4975 ^ 3
5011 ^ 4
5017 ^ 2
5033 ^ 2
5038 ^ 2
5054 ^ 3
5070 ^ 2
5080 ^ 2
5095 ^ 3
5098 ^ 4
5117 ^ 3
5130 ^ 3
5146 ^ 3
5152 ^ 2
5155 ^ 4
5168 ^ 2
5170 ^ 2
5189 ^ 4
5209 ^ 2
5215 ^ 2
5223 ^ 2
5231 ^ 2
5233 ^ 4
5240 ^ 2
5248 ^ 4
5253 ^ 3
5260 ^ 2
5277 ^ 3
5282 ^ 4
5291 ^ 4
5298 ^ 4
5307 ^ 2
5331 ^ 3
5335 ^ 3
5340 ^ 3
5345 ^ 3
5372 ^ 2
5385 ^ 3
5388 ^ 4
5395 ^ 2
5405 ^ 2
5413 ^ 2
5415 ^ 3
5420 ^ 2
5422 ^ 4
5435 ^ 3
5441 ^ 4
5455 ^ 3
5468 ^ 4
5474 ^ 4
5480 ^ 4
5496 ^ 2
5508 ^ 2
5523 ^ 2
5542 ^ 2
5562 ^ 3
5572 ^ 3
5589 ^ 3
5595 ^ 2
5618 ^ 4
5626 ^ 3
5634 ^ 4
5683 ^ 2
5694 ^ 2
5698 ^ 3
5703 ^ 2
5711 ^ 2
5719 ^ 3
5738 ^ 2
5747 ^ 3
5755 ^ 2
5762 ^ 3
5787 ^ 2
5805 ^ 2
5832 ^ 3
5883 ^ 4
5892 ^ 2
5910 ^ 2
5912 ^ 2
5919 ^ 2
5923 ^ 2
5925 ^ 2
5936 ^ 3
5945 ^ 2
5948 ^ 2
5953 ^ 2
5960 ^ 2
5964 ^ 3
5975 ^ 3
5980 ^ 4
6000 ^ 2
6002 ^ 2
6015 ^ 2
6020 ^ 4
6050 ^ 2
6064 ^ 2
6068 ^ 2
6094 ^ 4
6101 ^ 2
6103 ^ 3
6132 ^ 2
6151 ^ 3
6180 ^ 3
6184 ^ 2
6234 ^ 4
6250 ^ 2
6262 ^ 2
6273 ^ 2
6275 ^ 2
6289 ^ 2
6306 ^ 3
6315 ^ 2
6347 ^ 2
6361 ^ 2
6371 ^ 2
6385 ^ 3
6403 ^ 2
6408 ^ 3
6454 ^ 3
6470 ^ 2
6479 ^ 2
6490 ^ 2
6502 ^ 2
6510 ^ 2
6513 ^ 2
6521 ^ 3
6530 ^ 2
6541 ^ 3
6566 ^ 2
6568 ^ 2
6575 ^ 2
6578 ^ 2
6612 ^ 3
6620 ^ 5
6676 ^ 4
6686 ^ 4
6704 ^ 2
6707 ^ 3
6717 ^ 4
6733 ^ 2
6764 ^ 3
6769 ^ 2
6771 ^ 3
6780 ^ 3
6785 ^ 2
6787 ^ 3
6793 ^ 3
6796 ^ 4
6805 ^ 4
6817 ^ 3
6820 ^ 4
6829 ^ 3
6849 ^ 3
6853 ^ 3
6863 ^ 4
6881 ^ 2
6967 ^ 4
7000 ^ 4
7007 ^ 2
7010 ^ 3
7015 ^ 2
7021 ^ 2
7029 ^ 3
7037 ^ 2
7054 ^ 3
7066 ^ 3
7097 ^ 3
7110 ^ 3
7137 ^ 2
7139 ^ 2
7177 ^ 2
7179 ^ 2
7181 ^ 2
7206 ^ 2
7213 ^ 2
7224 ^ 2
7235 ^ 2
7238 ^ 2
7242 ^ 2
7309 ^ 4
7316 ^ 3
7322 ^ 3
7334 ^ 2
7342 ^ 2
7352 ^ 3
7359 ^ 3
7387 ^ 4
7428 ^ 4
7445 ^ 2
7477 ^ 4
7512 ^ 2
7519 ^ 3
7523 ^ 2
7537 ^ 2
7547 ^ 4
7568 ^ 4
7597 ^ 4
7616 ^ 4
7620 ^ 2
7629 ^ 2
7634 ^ 2
7643 ^ 3
7648 ^ 2
7655 ^ 3
7663 ^ 3
7749 ^ 3
7764 ^ 4
7779 ^ 3
7797 ^ 3
7800 ^ 3
7818 ^ 3
7826 ^ 4
7875 ^ 3
7879 ^ 3
7887 ^ 3
7895 ^ 2
7904 ^ 3
7916 ^ 2
7923 ^ 3
7947 ^ 2
7962 ^ 4
7982 ^ 4
7988 ^ 4
8035 ^ 2
8045 ^ 2
8058 ^ 3
8061 ^ 5
8072 ^ 4
8076 ^ 4
8099 ^ 3
8103 ^ 2
8108 ^ 2
8119 ^ 2
8122 ^ 2
8148 ^ 2
8162 ^ 3
8170 ^ 2
8181 ^ 4
8189 ^ 2
8200 ^ 3
8213 ^ 3
8221 ^ 2
8254 ^ 2
8256 ^ 3
8259 ^ 2
8268 ^ 3
8278 ^ 2
8307 ^ 3
8352 ^ 3
8364 ^ 3
8391 ^ 3
8401 ^ 2
8403 ^ 2
8411 ^ 3
8417 ^ 3
8420 ^ 2
8430 ^ 3
8433 ^ 2
8446 ^ 2
8448 ^ 3
8453 ^ 3
8467 ^ 2
8470 ^ 3
8478 ^ 3
8488 ^ 3
8517 ^ 2
8519 ^ 3
8528 ^ 3
8534 ^ 3
8539 ^ 3
8569 ^ 2
8575 ^ 3
8596 ^ 3
8599 ^ 2
8610 ^ 5
8641 ^ 2
8647 ^ 2
8671 ^ 2
8680 ^ 4
8716 ^ 2
8719 ^ 2
8731 ^ 4
8738 ^ 2
8745 ^ 2
8755 ^ 2
8777 ^ 3
8786 ^ 3
8834 ^ 2
8862 ^ 3
8865 ^ 3
8876 ^ 3
8879 ^ 3
8908 ^ 2
8921 ^ 3
8966 ^ 2
8976 ^ 3
9018 ^ 3
9023 ^ 3
9050 ^ 4
9060 ^ 3
9067 ^ 3
9078 ^ 2
9090 ^ 4
9126 ^ 3
9131 ^ 2
9148 ^ 3
9158 ^ 2
9186 ^ 3
9228 ^ 2
9230 ^ 2
9237 ^ 3
9242 ^ 4
9321 ^ 3
9335 ^ 3
9345 ^ 2
9359 ^ 2
9394 ^ 2
9400 ^ 3
9413 ^ 3
9419 ^ 3
9430 ^ 3
9525 ^ 4
9551 ^ 3
9556 ^ 3
9563 ^ 3
9568 ^ 3
9595 ^ 2
9601 ^ 3
9604 ^ 2
9606 ^ 2
9611 ^ 3
9627 ^ 2
9639 ^ 2
9665 ^ 2
9695 ^ 2
9728 ^ 3
9734 ^ 4
9742 ^ 4
9756 ^ 2
9768 ^ 4
9773 ^ 3
9791 ^ 3
9794 ^ 2
9798 ^ 2
9805 ^ 3
9814 ^ 3
9825 ^ 2
9865 ^ 3
9876 ^ 2
9886 ^ 3
9919 ^ 3
9931 ^ 2
9937 ^ 2
9979 ^ 2
9991 ^ 2
9998 ^ 2
10006 ^ 3
10029 ^ 3
10034 ^ 3
10058 ^ 2
10060 ^ 2
10063 ^ 2
10078 ^ 2
10086 ^ 4
10096 ^ 2
10099 ^ 2
10110 ^ 4
10121 ^ 3
10140 ^ 3
10153 ^ 3
10160 ^ 3
10170 ^ 2
10192 ^ 3
10208 ^ 2
10214 ^ 4
10219 ^ 3
10224 ^ 3
10242 ^ 2
10249 ^ 2
10263 ^ 2
10265 ^ 2
10267 ^ 4
10281 ^ 3
10291 ^ 3
10304 ^ 3
10307 ^ 2
10310 ^ 3
10319 ^ 4
10327 ^ 3
10339 ^ 4
10355 ^ 2
10363 ^ 4
10369 ^ 3
10377 ^ 3
10389 ^ 2
10409 ^ 2
10415 ^ 3
10419 ^ 2
10429 ^ 3
10445 ^ 2
10451 ^ 3
10460 ^ 3
10481 ^ 2
10511 ^ 3
10529 ^ 2
10533 ^ 2
10560 ^ 2
10568 ^ 2
10570 ^ 2
10585 ^ 2
10592 ^ 2
10616 ^ 3
10619 ^ 3
10628 ^ 3
10633 ^ 2
